   i     radius            mass              density           energy            temp              abar              zbar
   47  5.6168567105E+06  1.7739114575E-06  4.7533515071E+06  1.0330404540E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   48  5.8857228574E+06  2.0410102304E-06  4.7532393559E+06  1.0330266785E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   49  6.1623850971E+06  2.3425325460E-06  4.7531184830E+06  1.0330118314E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   50  6.4469225520E+06  2.6821888723E-06  4.7529883828E+06  1.0329958507E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   51  6.7394137147E+06  3.0640135560E-06  4.7528485304E+06  1.0329786719E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   52  7.0399392141E+06  3.4923907244E-06  4.7526983795E+06  1.0329602277E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   53  7.3485761676E+06  3.9720697882E-06  4.7525373648E+06  1.0329404488E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   54  7.6654048142E+06  4.5081992224E-06  4.7523648985E+06  1.0329192628E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   55  7.9904986126E+06  5.1063354118E-06  4.7521803748E+06  1.0328965951E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   56  8.3239368414E+06  5.7724903062E-06  4.7519831631E+06  1.0328723684E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   57  8.6657925898E+06  6.5131369313E-06  4.7517726140E+06  1.0328465026E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   58  9.0161438880E+06  7.3352602302E-06  4.7515480529E+06  1.0328189148E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   59  9.3750617552E+06  8.2463604543E-06  4.7513087862E+06  1.0327895197E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   60  9.7426243164E+06  9.2545179724E-06  4.7510540929E+06  1.0327582285E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   61  1.0118901949E+07  1.0368388043E-05  4.7507832332E+06  1.0327249502E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   62  1.0503969050E+07  1.1597265377E-05  4.7504954406E+06  1.0326895904E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   63  1.0897897818E+07  1.2951102234E-05  4.7501899258E+06  1.0326520520E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   64  1.1300760511E+07  1.4440551358E-05  4.7498658745E+06  1.0326122347E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   65  1.1712628003E+07  1.6076998543E-05  4.7495224486E+06  1.0325700352E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   66  1.2133570916E+07  1.7872605488E-05  4.7491587846E+06  1.0325253473E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   67  1.2563660995E+07  1.9840357206E-05  4.7487739923E+06  1.0324780611E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   68  1.3002966462E+07  2.1994083178E-05  4.7483671584E+06  1.0324280641E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   69  1.3451557551E+07  2.4348525832E-05  4.7479373411E+06  1.0323752404E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   70  1.3909503635E+07  2.6919373282E-05  4.7474835728E+06  1.0323194704E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   71  1.4376872597E+07  2.9723301486E-05  4.7470048599E+06  1.0322606316E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   72  1.4853732460E+07  3.2778031211E-05  4.7465001812E+06  1.0321985982E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   73  1.5340154079E+07  3.6102398061E-05  4.7459684846E+06  1.0321332401E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   74  1.5836203128E+07  3.9716351299E-05  4.7454086951E+06  1.0320644248E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   75  1.6341944716E+07  4.3641033190E-05  4.7448197102E+06  1.0319920159E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   76  1.6857449863E+07  4.7898888333E-05  4.7442003915E+06  1.0319158730E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   77  1.7382781424E+07  5.2513609363E-05  4.7435495810E+06  1.0318358527E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   78  1.7918006769E+07  5.7510296660E-05  4.7428660859E+06  1.0317518078E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   79  1.8463192223E+07  6.2915475348E-05  4.7421486848E+06  1.0316635870E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   80  1.9018402349E+07  6.8757147975E-05  4.7413961285E+06  1.0315710357E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   81  1.9583703302E+07  7.5064892588E-05  4.7406071352E+06  1.0314739953E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   82  2.0159158607E+07  8.1869883606E-05  4.7397803961E+06  1.0313723036E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   83  2.0744833155E+07  8.9205003153E-05  4.7389145697E+06  1.0312657943E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   84  2.1340792230E+07  9.7104903439E-05  4.7380082823E+06  1.0311542971E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   85  2.1947098078E+07  1.0560603179E-04  4.7370601337E+06  1.0310376383E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   86  2.2563816497E+07  1.1474679381E-04  4.7360686862E+06  1.0309156393E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   87  2.3191010147E+07  1.2456753724E-04  4.7350324751E+06  1.0307881181E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   88  2.3828740767E+07  1.3511065508E-04  4.7339500051E+06  1.0306548890E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   89  2.4477074359E+07  1.4642075486E-04  4.7328197413E+06  1.0305157608E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   90  2.5136069166E+07  1.5854453470E-04  4.7316401295E+06  1.0303705402E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   91  2.5805791395E+07  1.7153114296E-04  4.7304095687E+06  1.0302190277E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   92  2.6486302238E+07  1.8543203366E-04  4.7291264338E+06  1.0300610206E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   93  2.7177666032E+07  2.0030120941E-04  4.7277890603E+06  1.0298963112E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   94  2.7879939783E+07  2.1619508729E-04  4.7263957647E+06  1.0297246893E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   95  2.8593189965E+07  2.3317295915E-04  4.7249448114E+06  1.0295459379E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   96  2.9317475692E+07  2.5129671219E-04  4.7234344456E+06  1.0293598374E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   97  3.0052858172E+07  2.7063113570E-04  4.7218628746E+06  1.0291661633E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   98  3.0799400951E+07  2.9124404065E-04  4.7202282666E+06  1.0289646859E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   99  3.1557164541E+07  3.1320621811E-04  4.7185287622E+06  1.0287551719E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  100  3.2326207229E+07  3.3659154743E-04  4.7167624729E+06  1.0285373839E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  101  3.3106593715E+07  3.6147736730E-04  4.7149274615E+06  1.0283110783E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  102  3.3898383166E+07  3.8794422350E-04  4.7130217690E+06  1.0280760084E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  103  3.4701636142E+07  4.1607618480E-04  4.7110433991E+06  1.0278319224E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  104  3.5516414541E+07  4.4596096354E-04  4.7089903174E+06  1.0275785635E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  105  3.6342775819E+07  4.7768981497E-04  4.7068604667E+06  1.0273156715E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  106  3.7180783329E+07  5.1135803844E-04  4.7046517403E+06  1.0270429797E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  107  3.8030498097E+07  5.4706479617E-04  4.7023620027E+06  1.0267602173E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  108  3.8891979215E+07  5.8491323022E-04  4.6999890896E+06  1.0264671095E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  109  3.9765287910E+07  6.2501075675E-04  4.6975307964E+06  1.0261633760E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  110  4.0650484711E+07  6.6746907278E-04  4.6949848863E+06  1.0258487316E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  111  4.1547631352E+07  7.1240437290E-04  4.6923490849E+06  1.0255228862E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  112  4.2456785851E+07  7.5993722787E-04  4.6896210946E+06  1.0251855460E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  113  4.3378012626E+07  8.1019323616E-04  4.6867985651E+06  1.0248364100E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  114  4.4311367955E+07  8.6330238582E-04  4.6838791369E+06  1.0244751755E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  115  4.5256913798E+07  9.1939992720E-04  4.6808604000E+06  1.0241015324E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  116  4.6214714241E+07  9.7862635313E-04  4.6777399038E+06  1.0237151653E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  117  4.7184827228E+07  1.0411270208E-03  4.6745151847E+06  1.0233157559E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  118  4.8167313729E+07  1.1070528374E-03  4.6711837366E+06  1.0229029798E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  119  4.9162237979E+07  1.1765604572E-03  4.6677430095E+06  1.0224765066E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  120  5.0169658003E+07  1.2498117672E-03  4.6641904429E+06  1.0220360031E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  121  5.1189637402E+07  1.3269748495E-03  4.6605234249E+06  1.0215811291E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  122  5.2222236203E+07  1.4082234743E-03  4.6567393251E+06  1.0211115408E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  123  5.3267515915E+07  1.4937376118E-03  4.6528354769E+06  1.0206268889E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  124  5.4325541934E+07  1.5837038105E-03  4.6488091685E+06  1.0201268172E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  125  5.5396374395E+07  1.6783145856E-03  4.6446576775E+06  1.0196109670E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  126  5.6480076113E+07  1.7777692226E-03  4.6403782422E+06  1.0190789734E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  127  5.7576700076E+07  1.8822727575E-03  4.6359681113E+06  1.0185304715E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  128  5.8686319881E+07  1.9920390140E-03  4.6314244233E+06  1.0179650811E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  129  5.9808998276E+07  2.1072878442E-03  4.6267443310E+06  1.0173824226E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  130  6.0944798281E+07  2.2282462862E-03  4.6219249594E+06  1.0167821110E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  131  6.2093784381E+07  2.3551488540E-03  4.6169634006E+06  1.0161637558E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  132  6.3256021113E+07  2.4882375548E-03  4.6118567208E+06  1.0155269615E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  133  6.4431575179E+07  2.6277622965E-03  4.6066019511E+06  1.0148713266E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  134  6.5620510678E+07  2.7739804905E-03  4.6011961099E+06  1.0141964460E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  135  6.6822894644E+07  2.9271578655E-03  4.5956361789E+06  1.0135019081E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  136  6.8038793960E+07  3.0875682699E-03  4.5899191174E+06  1.0127872965E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  137  6.9268274310E+07  3.2554936751E-03  4.5840418686E+06  1.0120521907E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  138  7.0511404856E+07  3.4312249695E-03  4.5780013386E+06  1.0112961634E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  139  7.1768251900E+07  3.6150612502E-03  4.5717944268E+06  1.0105187842E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  140  7.3038885420E+07  3.8073109062E-03  4.5654179964E+06  1.0097196156E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  141  7.4323376601E+07  4.0082914660E-03  4.5588688859E+06  1.0088982148E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  142  7.5621794294E+07  4.2183291956E-03  4.5521439287E+06  1.0080541357E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  143  7.6934210559E+07  4.4377601224E-03  4.5452399263E+06  1.0071869253E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  144  7.8260696428E+07  4.6669295223E-03  4.5381536709E+06  1.0062961270E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  145  7.9601325597E+07  4.9061927012E-03  4.5308819272E+06  1.0053812775E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  146  8.0956171675E+07  5.1559146962E-03  4.5234214483E+06  1.0044419093E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  147  8.2325309216E+07  5.4164706096E-03  4.5157689711E+06  1.0034775496E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  148  8.3708812430E+07  5.6882455135E-03  4.5079212255E+06  1.0024877215E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  149  8.5106759293E+07  5.9716354156E-03  4.4998749118E+06  1.0014719410E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  150  8.6519228564E+07  6.2670468731E-03  4.4916267192E+06  1.0004297190E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  151  8.7946297744E+07  6.5748966968E-03  4.4831733386E+06  9.9936056336E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  152  8.9388046449E+07  6.8956127916E-03  4.4745114457E+06  9.9826397589E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  153  9.0844557113E+07  7.2296345069E-03  4.4656376967E+06  9.9713945219E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  154  9.2315910035E+07  7.5774116603E-03  4.4565487608E+06  9.9598648540E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  155  9.3802192016E+07  7.9394067024E-03  4.4472412685E+06  9.9480455954E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  156  9.5303485085E+07  8.3160921857E-03  4.4377118827E+06  9.9359315839E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  157  9.6819879530E+07  8.7079541021E-03  4.4279572195E+06  9.9235175523E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  158  9.8351461844E+07  9.1154890340E-03  4.4179739251E+06  9.9107982251E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  159  9.9898321896E+07  9.5392060870E-03  4.4077586330E+06  9.8977682619E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  160  1.0146055196E+08  9.9796268224E-03  4.3973079710E+06  9.8844222650E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  161  1.0303824492E+08  1.0437284906E-02  4.3866185754E+06  9.8707547954E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  162  1.0463149637E+08  1.0912726827E-02  4.3756870789E+06  9.8567603555E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  163  1.0624040368E+08  1.1406511779E-02  4.3645101183E+06  9.8424333975E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  164  1.0786506856E+08  1.1919212616E-02  4.3530843188E+06  9.8277683012E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  165  1.0950558867E+08  1.2451413325E-02  4.3414063553E+06  9.8127594499E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  166  1.1116206969E+08  1.3003712955E-02  4.3294728691E+06  9.7974011228E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  167  1.1283461782E+08  1.3576723396E-02  4.3172805231E+06  9.7816875630E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  168  1.1452334087E+08  1.4171069820E-02  4.3048259966E+06  9.7656129686E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  169  1.1622835058E+08  1.4787391607E-02  4.2921059701E+06  9.7491714716E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  170  1.1794976205E+08  1.5426342310E-02  4.2791171321E+06  9.7323571436E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  171  1.1968768786E+08  1.6088587548E-02  4.2658562253E+06  9.7151640541E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  172  1.2144225067E+08  1.6774809823E-02  4.2523199547E+06  9.6975861484E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  173  1.2321357147E+08  1.7485704234E-02  4.2385050783E+06  9.6796173631E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  174  1.2500177681E+08  1.8221981341E-02  4.2244083546E+06  9.6612515560E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  175  1.2680699705E+08  1.8984366655E-02  4.2100265583E+06  9.6424825226E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  176  1.2862936520E+08  1.9773600244E-02  4.1953564923E+06  9.6233040103E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  177  1.3046901300E+08  2.0590435029E-02  4.1803950226E+06  9.6037097609E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  178  1.3232608134E+08  2.1435641401E-02  4.1651389970E+06  9.5836934019E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  179  1.3420072021E+08  2.2310007584E-02  4.1495852466E+06  9.5632484449E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  180  1.3609307335E+08  2.3214332595E-02  4.1337307157E+06  9.5423684534E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  181  1.3800329930E+08  2.4149436149E-02  4.1175722901E+06  9.5210468142E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  182  1.3993154627E+08  2.5116146600E-02  4.1011070121E+06  9.4992770175E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  183  1.4187798313E+08  2.6115316249E-02  4.0843318203E+06  9.4770523108E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  184  1.4384277198E+08  2.7147807760E-02  4.0672437875E+06  9.4543660096E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  185  1.4582609393E+08  2.8214507561E-02  4.0498399006E+06  9.4312112024E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  186  1.4782812139E+08  2.9316311345E-02  4.0321173054E+06  9.4075810726E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  187  1.4984903736E+08  3.0454134214E-02  4.0140731432E+06  9.3834686774E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  188  1.5188903264E+08  3.1628909448E-02  3.9957045769E+06  9.3588669795E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  189  1.5394830368E+08  3.2841587370E-02  3.9770087392E+06  9.3337687729E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  190  1.5609669750E+08  3.4135543879E-02  3.9573426238E+06  9.3073042535E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  191  1.5819476595E+08  3.5427653446E-02  3.9379820155E+06  9.2811865567E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
