   i     radius            mass              density           energy            temp              abar              zbar
    1  6.9599699824E+04  2.5764376409E-12  3.6290033003E+06  8.8553675382E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    2  8.4959704339E+04  4.6863692546E-12  3.6290032435E+06  8.8553674583E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    3  1.0537105569E+05  8.9404939295E-12  3.6290031505E+06  8.8553673275E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    4  1.2836895987E+05  1.6165069480E-11  3.6290030218E+06  8.8553671465E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    5  1.5454517102E+05  2.8207449152E-11  3.6290028446E+06  8.8553668971E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    6  1.8400743173E+05  4.7610590647E-11  3.6290026058E+06  8.8553665613E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    7  2.1694270977E+05  7.8024795073E-11  3.6290022898E+06  8.8553661167E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    8  2.5351742231E+05  1.2451476600E-10  3.6290018779E+06  8.8553655374E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    9  2.9389434212E+05  1.9398630177E-10  3.6290013489E+06  8.8553647932E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   10  3.3823092650E+05  2.9569044100E-10  3.6290006781E+06  8.8553638496E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   11  3.8668219618E+05  4.4183468751E-10  3.6289998374E+06  8.8553626670E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   12  4.3939860549E+05  6.4829582806E-10  3.6289987951E+06  8.8553612008E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   13  4.9652788547E+05  9.3546607825E-10  3.6289975153E+06  8.8553594006E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   14  5.5821383263E+05  1.3292258628E-09  3.6289959581E+06  8.8553572100E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   15  6.2460361780E+05  1.8621315205E-09  3.6289940785E+06  8.8553545661E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   16  6.9582934683E+05  2.5745713234E-09  3.6289918275E+06  8.8553513995E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   17  7.7202753277E+05  3.5163725240E-09  3.6289891505E+06  8.8553476338E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   18  8.5333028651E+05  4.7484051153E-09  3.6289859876E+06  8.8553431846E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   19  9.3986715423E+05  6.3444712696E-09  3.6289822734E+06  8.8553379599E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   20  1.0317667114E+06  8.3934448608E-09  3.6289779367E+06  8.8553318594E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   21  1.1291543248E+06  1.1001584819E-08  3.6289728997E+06  8.8553247739E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   22  1.2321526398E+06  1.4295141614E-08  3.6289670785E+06  8.8553165853E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   23  1.3408831032E+06  1.8423290504E-08  3.6289603824E+06  8.8553071659E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   24  1.4554637369E+06  2.3561235670E-08  3.6289527137E+06  8.8552963782E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   25  1.5760054375E+06  2.9913442936E-08  3.6289439676E+06  8.8552840751E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   26  1.7026279227E+06  3.7718273726E-08  3.6289340312E+06  8.8552700977E+16  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
