   i     radius            mass              density           energy            temp              abar              zbar
  120  2.7056845063E+07  1.9484637373E-03  4.6307708208E+07  3.3498558718E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  121  2.7593465774E+07  2.0656296425E-03  4.6267312865E+07  3.3484807039E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  122  2.8136590544E+07  2.1888384752E-03  4.6225665597E+07  3.3470621520E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  123  2.8686250450E+07  2.3183491905E-03  4.6182739084E+07  3.3455992137E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  124  2.9242479486E+07  2.4544301575E-03  4.6138505508E+07  3.3440908648E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  125  2.9805309283E+07  2.5973581237E-03  4.6092936964E+07  3.3425360739E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  126  3.0374774326E+07  2.7474197018E-03  4.6046005055E+07  3.3409337874E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  127  3.0950910627E+07  2.9049113389E-03  4.5997680993E+07  3.3392829336E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  128  3.1533748772E+07  3.0701375913E-03  4.5947936189E+07  3.3375824419E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  129  3.2123324372E+07  3.2434141723E-03  4.5896741392E+07  3.3358312137E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  130  3.2719672202E+07  3.4250666007E-03  4.5844067184E+07  3.3340281386E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  131  3.3322826957E+07  3.6154306019E-03  4.5789883922E+07  3.3321720925E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  132  3.3932822801E+07  3.8148521578E-03  4.5734161796E+07  3.3302619391E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  133  3.4549696466E+07  4.0236887444E-03  4.5676870550E+07  3.3282965204E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  134  3.5173483253E+07  4.2423082593E-03  4.5617979860E+07  3.3262746686E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  135  3.5804219401E+07  4.4710900141E-03  4.5557459121E+07  3.3241951995E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  136  3.6441920984E+07  4.7104169384E-03  4.5495279531E+07  3.3220569830E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  137  3.7086644038E+07  4.9606981959E-03  4.5431408258E+07  3.3198587429E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  138  3.7738424589E+07  5.2223475187E-03  4.5365814219E+07  3.3175992548E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  139  3.8397300483E+07  5.4957913008E-03  4.5298466011E+07  3.3152772745E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  140  3.9063310327E+07  5.7814684567E-03  4.5229332014E+07  3.3128915418E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  141  3.9736492150E+07  6.0798300692E-03  4.5158380547E+07  3.3104407849E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  142  4.0416884944E+07  6.3913402551E-03  4.5085579719E+07  3.3079237154E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  143  4.1104527976E+07  6.7164760958E-03  4.5010897520E+07  3.3053390304E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  144  4.1799462243E+07  7.0557285664E-03  4.4934301667E+07  3.3026854075E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  145  4.2501727772E+07  7.4096014725E-03  4.4855759917E+07  3.2999615149E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  146  4.3211366044E+07  7.7786128378E-03  4.4775239815E+07  3.2971660020E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  147  4.3928417267E+07  8.1632937092E-03  4.4692709016E+07  3.2942975106E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  148  4.4652926929E+07  8.5641919088E-03  4.4608134549E+07  3.2913546486E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  149  4.5384937222E+07  8.9818676828E-03  4.4521483815E+07  3.2883360242E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  150  4.6124490709E+07  9.4168957769E-03  4.4432724189E+07  3.2852402319E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  151  4.6871632722E+07  9.8698670980E-03  4.4341822751E+07  3.2820658422E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  152  4.7626409136E+07  1.0341387710E-02  4.4248746560E+07  3.2788114111E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  153  4.8388866246E+07  1.0832078957E-02  4.4153462688E+07  3.2754754803E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  154  4.9159050290E+07  1.1342577323E-02  4.4055938303E+07  3.2720565799E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  155  4.9937009861E+07  1.1873536235E-02  4.3956140384E+07  3.2685532179E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  156  5.0722795147E+07  1.2425625883E-02  4.3854035824E+07  3.2649638832E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  157  5.1516453715E+07  1.2999530421E-02  4.3749592008E+07  3.2612870649E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  158  5.2318037463E+07  1.3595953049E-02  4.3642775924E+07  3.2575212212E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  159  5.3127598825E+07  1.4215613629E-02  4.3533554675E+07  3.2536647962E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  160  5.3945191064E+07  1.4859249085E-02  4.3421895462E+07  3.2497162191E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  161  5.4770867795E+07  1.5527613191E-02  4.3307765678E+07  3.2456739064E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  162  5.5604684566E+07  1.6221478019E-02  4.3191132710E+07  3.2415362548E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  163  5.6446698243E+07  1.6941633700E-02  4.3071964042E+07  3.2373016439E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  164  5.7296965813E+07  1.7688887574E-02  4.2950227458E+07  3.2329684424E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  165  5.8155548419E+07  1.8464067938E-02  4.2825890478E+07  3.2285349879E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  166  5.9022506390E+07  1.9268019916E-02  4.2698921101E+07  3.2239996123E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  167  5.9897903072E+07  2.0101609093E-02  4.2569287270E+07  3.2193606220E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  168  6.0781800983E+07  2.0965718084E-02  4.2436957469E+07  3.2146163185E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  169  6.1674266455E+07  2.1861251155E-02  4.2301900064E+07  3.2097649738E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  170  6.2575367311E+07  2.2789132273E-02  4.2164083663E+07  3.2048048431E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  171  6.3485171321E+07  2.3750303628E-02  4.2023477392E+07  3.1997341732E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  172  6.4403751157E+07  2.4745731013E-02  4.1880050161E+07  3.1945511754E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  173  6.5331178238E+07  2.5776397510E-02  4.1733771640E+07  3.1892540600E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  174  6.6267529624E+07  2.6843311190E-02  4.1584611212E+07  3.1838409977E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  175  6.7212881874E+07  2.7947498552E-02  4.1432538976E+07  3.1783101542E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  176  6.8167314902E+07  2.9090009015E-02  4.1277525159E+07  3.1726596690E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  177  6.9130911663E+07  3.0271914884E-02  4.1119540203E+07  3.1668876564E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  178  7.0103754785E+07  3.1494307365E-02  4.0958555344E+07  3.1609922268E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  179  7.1085930502E+07  3.2758301466E-02  4.0794542017E+07  3.1549714630E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  180  7.2077532279E+07  3.4065041181E-02  4.0627471263E+07  3.1488233979E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  181  7.3078650427E+07  3.5415686220E-02  4.0457315512E+07  3.1425460785E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  182  7.4089381113E+07  3.6811423867E-02  4.0284047108E+07  3.1361375109E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  183  7.5109822471E+07  3.8253464082E-02  4.0107639009E+07  3.1295956844E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  184  7.6140076216E+07  3.9743041888E-02  3.9928064546E+07  3.1229185623E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  185  7.7180247027E+07  4.1281416690E-02  3.9745295832E+07  3.1161040201E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  186  7.8241370435E+07  4.2886587766E-02  3.9557361621E+07  3.1090771236E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  187  7.9301432237E+07  4.4526385910E-02  3.9368156175E+07  3.1019823090E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  188  8.0371825122E+07  4.6219023972E-02  3.9175664966E+07  3.0947431366E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  189  8.1452551285E+07  4.7965681356E-02  3.8979884680E+07  3.0873582218E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  190  8.2543732492E+07  4.9767740883E-02  3.8780791895E+07  3.0798253787E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  191  8.3645487316E+07  5.1626599908E-02  3.8578364990E+07  3.0721424394E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
