   i     radius            mass              density           energy            temp              abar              zbar
   15  5.7723881698E+05  2.5159626140E-09  6.2119353724E+06  1.1998965528E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   16  6.4140186112E+05  3.4516604522E-09  6.2119310760E+06  1.1998960933E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   17  7.0993043371E+05  4.6804174338E-09  6.2119259876E+06  1.1998955490E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   18  7.8293519845E+05  6.2779002220E-09  6.2119199991E+06  1.1998949085E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   19  8.6052671063E+05  8.3354629733E-09  6.2119129923E+06  1.1998941590E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   20  9.4281678631E+05  1.0962717871E-08  6.2119048383E+06  1.1998932868E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   21  1.0299072565E+06  1.4289935780E-08  6.2118953981E+06  1.1998922771E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   22  1.1219077426E+06  1.8471701509E-08  6.2118845204E+06  1.1998911136E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   23  1.2189168065E+06  2.3689567858E-08  6.2118720430E+06  1.1998897790E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   24  1.3210412978E+06  3.0156680079E-08  6.2118577903E+06  1.1998882545E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   25  1.4283913641E+06  3.8121967983E-08  6.2118415727E+06  1.1998865198E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   26  1.5410535400E+06  4.7872496500E-08  6.2118231907E+06  1.1998845536E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   27  1.6591239495E+06  5.9740454192E-08  6.2118024295E+06  1.1998823329E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   28  1.7827006607E+06  7.4108209196E-08  6.2117790594E+06  1.1998798332E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   29  1.9118787633E+06  9.1413637381E-08  6.2117528361E+06  1.1998770282E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   30  2.0467474620E+06  1.1215573698E-07  6.2117235011E+06  1.1998738905E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   31  2.1874018180E+06  1.3690302532E-07  6.2116907785E+06  1.1998703903E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   32  2.3339288180E+06  1.6629861472E-07  6.2116543778E+06  1.1998664967E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   33  2.4864248235E+06  2.0107131435E-07  6.2116139890E+06  1.1998621766E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   34  2.6449710818E+06  2.4203882008E-07  6.2115692887E+06  1.1998573952E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   35  2.8096592962E+06  2.9012232672E-07  6.2115199323E+06  1.1998521158E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   36  2.9805715420E+06  3.4635107739E-07  6.2114655597E+06  1.1998462997E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   37  3.1577970775E+06  4.1187747269E-07  6.2114057894E+06  1.1998399063E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   38  3.3414178348E+06  4.8798333660E-07  6.2113402225E+06  1.1998328928E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   39  3.5315138351E+06  5.7609268113E-07  6.2112684413E+06  1.1998252146E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   40  3.7281702392E+06  6.7778747198E-07  6.2111900052E+06  1.1998168244E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   41  3.9314697906E+06  7.9481777491E-07  6.2111044537E+06  1.1998076730E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   42  4.1414900348E+06  9.2911334181E-07  6.2110113064E+06  1.1997977091E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   43  4.3583146052E+06  1.0828051595E-06  6.2109100587E+06  1.1997868785E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   44  4.5820183760E+06  1.2582312193E-06  6.2108001868E+06  1.1997751253E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   45  4.8126796174E+06  1.4579607646E-06  6.2106811427E+06  1.1997623909E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   46  5.0503793481E+06  1.6848125165E-06  6.2105523532E+06  1.1997486138E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   47  5.2951884239E+06  1.9418603654E-06  6.2104132263E+06  1.1997337306E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   48  5.5471867785E+06  2.2324709274E-06  6.2102631404E+06  1.1997176750E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   49  5.8064501747E+06  2.5603112895E-06  6.2101014512E+06  1.1997003778E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   50  6.0730514915E+06  2.9293701437E-06  6.2099274902E+06  1.1996817676E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   51  6.3470606287E+06  3.3439783548E-06  6.2097405652E+06  1.1996617702E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   52  6.6285577573E+06  3.8088531903E-06  6.2095399503E+06  1.1996403079E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   53  6.9176099637E+06  4.3290867557E-06  6.2093249016E+06  1.1996173010E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   54  7.2142915514E+06  4.9102033744E-06  6.2090946422E+06  1.1995926663E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   55  7.5186752832E+06  5.5581730411E-06  6.2088483683E+06  1.1995663178E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   56  7.8308287154E+06  6.2794297807E-06  6.2085852514E+06  1.1995381667E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   57  8.1508238190E+06  7.0809212755E-06  6.2083044307E+06  1.1995081207E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   58  8.4787295307E+06  7.9701230461E-06  6.2080050181E+06  1.1994760847E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   59  8.8146158049E+06  8.9550797658E-06  6.2076860944E+06  1.1994419602E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   60  9.1585475592E+06  1.0044420008E-05  6.2073467149E+06  1.1994056460E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   61  9.5105984331E+06  1.1247433588E-05  6.2069858952E+06  1.1993670365E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   62  9.8708348751E+06  1.2574058425E-05  6.2066026261E+06  1.1993260235E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   63  1.0239321839E+07  1.4034932171E-05  6.2061958685E+06  1.1992824956E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   64  1.0616128196E+07  1.5641452866E-05  6.2057645461E+06  1.1992363373E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   65  1.1001317540E+07  1.7405782014E-05  6.2053075560E+06  1.1991874303E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   66  1.1394956932E+07  1.9340922668E-05  6.2048237577E+06  1.1991356523E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   67  1.1797112740E+07  2.1460746368E-05  6.2043119776E+06  1.1990808773E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   68  1.2207848766E+07  2.3780026524E-05  6.2037710107E+06  1.1990229758E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   69  1.2627229985E+07  2.6314503833E-05  6.2031996159E+06  1.1989618147E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   70  1.3055318643E+07  2.9080911175E-05  6.2025965207E+06  1.1988972572E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   71  1.3492176772E+07  3.2097035855E-05  6.2019604173E+06  1.1988291629E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   72  1.3937869711E+07  3.5381797547E-05  6.2012899570E+06  1.1987573867E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   73  1.4392461917E+07  3.8955276041E-05  6.2005837558E+06  1.1986817799E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   74  1.4856017866E+07  4.2838772784E-05  6.1998403919E+06  1.1986021895E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   75  1.5328594457E+07  4.7054798891E-05  6.1990584187E+06  1.1985184599E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   76  1.5810259153E+07  5.1627290265E-05  6.1982363344E+06  1.1984304294E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   77  1.6301071111E+07  5.6581503411E-05  6.1973726126E+06  1.1983379338E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   78  1.6801090624E+07  6.1944157524E-05  6.1964656867E+06  1.1982408041E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   79  1.7310381594E+07  6.7743531586E-05  6.1955139442E+06  1.1981388667E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   80  1.7829000241E+07  7.4009403249E-05  6.1945157478E+06  1.1980319450E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   81  1.8357010684E+07  8.0773295427E-05  6.1934694052E+06  1.1979198564E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   82  1.8894472524E+07  8.8068403074E-05  6.1923731925E+06  1.1978024149E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   83  1.9441445444E+07  9.5929716761E-05  6.1912253454E+06  1.1976794299E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   84  1.9997991202E+07  1.0439412903E-04  6.1900240538E+06  1.1975507058E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   85  2.0564164253E+07  1.1350036534E-04  6.1887674825E+06  1.1974160443E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   86  2.1140027691E+07  1.2328930844E-04  6.1874537361E+06  1.1972752403E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   87  2.1725641176E+07  1.3380389691E-04  6.1860808841E+06  1.1971280847E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   88  2.2321060092E+07  1.4508917611E-04  6.1846469644E+06  1.1969743650E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   89  2.2926344248E+07  1.5719253991E-04  6.1831499619E+06  1.1968138628E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   90  2.3541551305E+07  1.7016369894E-04  6.1815878243E+06  1.1966463554E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   91  2.4166742899E+07  1.8405489813E-04  6.1799584456E+06  1.1964716141E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   92  2.4801974472E+07  1.9892078816E-04  6.1782596926E+06  1.1962894072E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   93  2.5447302635E+07  2.1481866824E-04  6.1764893857E+06  1.1960994975E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   94  2.6102783626E+07  2.3180854800E-04  6.1746453034E+06  1.1959016433E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   95  2.6768477023E+07  2.4995334640E-04  6.1727251707E+06  1.1956955966E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   96  2.7444443099E+07  2.6931893784E-04  6.1707266657E+06  1.1954811042E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   97  2.8130733860E+07  2.8997398487E-04  6.1686474468E+06  1.1952579105E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   98  2.8827399309E+07  3.1199018451E-04  6.1664851359E+06  1.1950257555E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   99  2.9534509619E+07  3.3544310972E-04  6.1642372474E+06  1.1947843673E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  100  3.0252115287E+07  3.6041106204E-04  6.1619013120E+06  1.1945334754E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  101  3.0980272338E+07  3.8697596380E-04  6.1594747990E+06  1.1942728023E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  102  3.1719044376E+07  4.1522359754E-04  6.1569551066E+06  1.1940020623E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  103  3.2468484148E+07  4.4524303624E-04  6.1543396247E+06  1.1937209684E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  104  3.3228645714E+07  4.7712718434E-04  6.1516256945E+06  1.1934292278E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  105  3.3999589658E+07  5.1097314267E-04  6.1488105892E+06  1.1931265399E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  106  3.4781371262E+07  5.4688184122E-04  6.1458915554E+06  1.1928126008E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  107  3.5574043879E+07  5.8495827581E-04  6.1428658032E+06  1.1924871019E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  108  3.6377668514E+07  6.2531210470E-04  6.1397304683E+06  1.1921497259E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  109  3.7192297710E+07  6.6805699866E-04  6.1364826747E+06  1.1918001537E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  110  3.8017990845E+07  7.1331153192E-04  6.1331194747E+06  1.1914380579E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  111  3.8854787164E+07  7.6119781951E-04  6.1296379600E+06  1.1910631144E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  112  3.9702756054E+07  8.1184446551E-04  6.1260350547E+06  1.1906749802E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  113  4.0561958179E+07  8.6538460864E-04  6.1223076725E+06  1.1902733108E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  114  4.1432447444E+07  9.2195608362E-04  6.1184527123E+06  1.1898577586E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  115  4.2314277798E+07  9.8170194135E-04  6.1144670301E+06  1.1894279710E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  116  4.3207510282E+07  1.0447710973E-03  6.1103474068E+06  1.1889835861E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  117  4.4112199059E+07  1.1113175307E-03  6.1060906115E+06  1.1885242398E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  118  4.5028425754E+07  1.1815030120E-03  6.1016932387E+06  1.1880495480E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  119  4.5956225417E+07  1.2554916631E-03  6.0971520617E+06  1.1875591448E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  120  4.6895653327E+07  1.3334550187E-03  6.0924637186E+06  1.1870526486E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  121  4.7846771577E+07  1.4155713169E-03  6.0876247722E+06  1.1865296686E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  122  4.8809633423E+07  1.5020243351E-03  6.0826317890E+06  1.1859898127E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  123  4.9784298964E+07  1.5930048812E-03  6.0774812607E+06  1.1854326798E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  124  5.0770826199E+07  1.6887101854E-03  6.0721696502E+06  1.1848578639E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  125  5.1769271480E+07  1.7893440650E-03  6.0666933904E+06  1.1842649547E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  126  5.2779696183E+07  1.8951177589E-03  6.0610488488E+06  1.1836535329E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  127  5.3802159085E+07  2.0062493416E-03  6.0552323690E+06  1.1830231753E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  128  5.4836713596E+07  2.1229635110E-03  6.0492402897E+06  1.1823734560E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  129  5.5883425816E+07  2.2454937853E-03  6.0430688402E+06  1.1817039361E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  130  5.6942353860E+07  2.3740803785E-03  6.0367142608E+06  1.1810141757E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  131  5.8013558453E+07  2.5089715458E-03  6.0301727419E+06  1.1803037274E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  132  5.9097099068E+07  2.6504232886E-03  6.0234404487E+06  1.1795721394E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  133  6.0193037590E+07  2.7986999897E-03  6.0165134993E+06  1.1788189525E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  134  6.1301435285E+07  2.9540741990E-03  6.0093879842E+06  1.1780437022E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  135  6.2422353354E+07  3.1168268610E-03  6.0020599644E+06  1.1772459188E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  136  6.3555857169E+07  3.2872481196E-03  5.9945254445E+06  1.1764251238E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  137  6.4702005568E+07  3.4656358936E-03  5.9867804447E+06  1.1755808379E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  138  6.5860865312E+07  3.6522982270E-03  5.9788209054E+06  1.1747125707E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  139  6.7032499242E+07  3.8475516579E-03  5.9706427683E+06  1.1738198292E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  140  6.8216973293E+07  4.0517224950E-03  5.9622419298E+06  1.1729021124E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  141  6.9414354189E+07  4.2651466443E-03  5.9536142573E+06  1.1719589136E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  142  7.0624703833E+07  4.4881687389E-03  5.9447556326E+06  1.1709897241E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  143  7.1848093664E+07  4.7211449203E-03  5.9356618485E+06  1.1699940229E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  144  7.3084588996E+07  4.9644401567E-03  5.9263287242E+06  1.1689712880E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  145  7.4334257635E+07  5.2184299751E-03  5.9167520448E+06  1.1679209907E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  146  7.5597172075E+07  5.4835011572E-03  5.9069275443E+06  1.1668425928E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  147  7.6873400037E+07  5.7600499585E-03  5.8968509804E+06  1.1657355552E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  148  7.8163014934E+07  6.0484844638E-03  5.8865180550E+06  1.1645993287E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  149  7.9466085211E+07  6.3492224258E-03  5.8759245006E+06  1.1634333635E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  150  8.0782687656E+07  6.6626944394E-03  5.8650659747E+06  1.1622370974E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  151  8.2112893928E+07  6.9893410188E-03  5.8539381713E+06  1.1610099679E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  152  8.3456780594E+07  7.3296151142E-03  5.8425367405E+06  1.1597514033E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  153  8.4814424893E+07  7.6839812991E-03  5.8308573248E+06  1.1584608261E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  154  8.6185903791E+07  8.0529156585E-03  5.8188955701E+06  1.1571376548E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  155  8.7571295767E+07  8.4369063951E-03  5.8066471125E+06  1.1557813015E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  156  8.8970682080E+07  8.8364543640E-03  5.7941075689E+06  1.1543911711E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  157  9.0384146915E+07  9.2520733369E-03  5.7812725372E+06  1.1529666612E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  158  9.1811770754E+07  9.6842881926E-03  5.7681376589E+06  1.1515071684E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  159  9.3253640098E+07  1.0133637916E-02  5.7546985334E+06  1.1500120791E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  160  9.4709839302E+07  1.0600673298E-02  5.7409507955E+06  1.1484807776E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  161  9.6180459075E+07  1.1085959755E-02  5.7268900377E+06  1.1469126374E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  162  9.7665587295E+07  1.1590074536E-02  5.7125119001E+06  1.1453070308E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  163  9.9165316631E+07  1.2113609350E-02  5.6978120002E+06  1.1436633212E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  164  1.0067974259E+08  1.2657169936E-02  5.6827859533E+06  1.1419808648E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  165  1.0220895911E+08  1.3221374608E-02  5.6674294192E+06  1.1402590157E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  166  1.0375306485E+08  1.3806856628E-02  5.6517380430E+06  1.1384971191E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  167  1.0531215860E+08  1.4414262660E-02  5.6357075034E+06  1.1366945165E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  168  1.0688634473E+08  1.5044255007E-02  5.6193334603E+06  1.1348505394E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  169  1.0847572588E+08  1.5697508867E-02  5.6026116329E+06  1.1329645180E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  170  1.1008041058E+08  1.6374715487E-02  5.5855377241E+06  1.1310357723E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  171  1.1170050938E+08  1.7076580802E-02  5.5681074625E+06  1.1290636167E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  172  1.1333613511E+08  1.7803825593E-02  5.5503166043E+06  1.1270473596E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  173  1.1498740088E+08  1.8557184693E-02  5.5321609581E+06  1.1249863065E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  174  1.1665443002E+08  1.9337411638E-02  5.5136362790E+06  1.1228797471E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  175  1.1833734098E+08  2.0145271880E-02  5.4947384383E+06  1.1207269748E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  176  1.2003625837E+08  2.0981547889E-02  5.4754633060E+06  1.1185272725E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  177  1.2175131122E+08  2.1847038574E-02  5.4558067723E+06  1.1162799151E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  178  1.2348263312E+08  2.2742559495E-02  5.4357647491E+06  1.1139841693E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  179  1.2523036064E+08  2.3668942181E-02  5.4153331925E+06  1.1116392957E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  180  1.2699463217E+08  2.4627033540E-02  5.3945081199E+06  1.1092445505E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  181  1.2877559196E+08  2.5617698094E-02  5.3732855675E+06  1.1067991803E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  182  1.3057338812E+08  2.6641817001E-02  5.3516616175E+06  1.1043024248E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  183  1.3238817327E+08  2.7700288532E-02  5.3296323943E+06  1.1017535159E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  184  1.3422010432E+08  2.8794027994E-02  5.3071940719E+06  1.0991516785E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  185  1.3606934353E+08  2.9923968441E-02  5.2843428650E+06  1.0964961287E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  186  1.3793606174E+08  3.1091062835E-02  5.2610749932E+06  1.0937860694E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  187  1.3982043245E+08  3.2296280498E-02  5.2373867593E+06  1.0910206990E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  188  1.4172262855E+08  3.3540604893E-02  5.2132745955E+06  1.0881992162E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  189  1.4364283698E+08  3.4825043081E-02  5.1887348856E+06  1.0853207992E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  190  1.4558125428E+08  3.6150623334E-02  5.1637640223E+06  1.0823846113E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  191  1.4753807379E+08  3.7518386450E-02  5.1383585781E+06  1.0793898211E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
