   i     radius            mass              density           energy            temp              abar              zbar
    1  6.9599699824E+04  2.4124914917E-11  3.3980790746E+07  2.8906743974E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    2  8.0686234859E+04  3.7587376942E-11  3.3980789370E+07  2.8906743409E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    3  9.6413305543E+04  6.4129013955E-11  3.3980787070E+07  2.8906742465E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    4  1.1359418169E+05  1.0488463666E-10  3.3980784090E+07  2.8906741243E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    5  1.3271503273E+05  1.6726456258E-10  3.3980780201E+07  2.8906739648E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    6  1.5381473573E+05  2.6039783837E-10  3.3980775209E+07  2.8906737600E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    7  1.7698094524E+05  3.9666421749E-10  3.3980768881E+07  2.8906735003E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    8  2.0229333747E+05  5.9236333752E-10  3.3980760953E+07  2.8906731751E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
    9  2.2983080761E+05  8.6869652954E-10  3.3980751127E+07  2.8906727720E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   10  2.5967023609E+05  1.2528808833E-09  3.3980739065E+07  2.8906722772E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   11  2.9188647420E+05  1.7794470250E-09  3.3980724392E+07  2.8906716752E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   12  3.2655135566E+05  2.4917099641E-09  3.3980706689E+07  2.8906709489E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   13  3.6373837209E+05  3.4435802591E-09  3.3980685492E+07  2.8906700793E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   14  4.0351769335E+05  4.7014346823E-09  3.3980660289E+07  2.8906690453E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   15  4.4595807065E+05  6.3463572408E-09  3.3980630518E+07  2.8906678240E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   16  4.9112722356E+05  8.4766487523E-09  3.3980595566E+07  2.8906663901E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   17  5.3909132318E+05  1.1210600488E-08  3.3980554762E+07  2.8906647161E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   18  5.8991545238E+05  1.4689628211E-08  3.3980507379E+07  2.8906627722E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   19  6.4366409584E+05  1.9081781593E-08  3.3980452628E+07  2.8906605260E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   20  7.0040002649E+05  2.4585500048E-08  3.3980389658E+07  2.8906579427E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   21  7.6018537275E+05  3.1433921031E-08  3.3980317551E+07  2.8906549845E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   22  8.2308194223E+05  3.9899607362E-08  3.3980235321E+07  2.8906516109E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   23  8.8914962309E+05  5.0299449350E-08  3.3980141909E+07  2.8906477787E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   24  9.5844703408E+05  6.3000243370E-08  3.3980036185E+07  2.8906434413E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   25  1.0310318598E+06  7.8424763214E-08  3.3979916942E+07  2.8906385493E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   26  1.1069611171E+06  9.7058378145E-08  3.3979782894E+07  2.8906330498E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   27  1.1862925138E+06  1.1945659974E-07  3.3979632670E+07  2.8906268868E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   28  1.2690813144E+06  1.4625200929E-07  3.3979464816E+07  2.8906200004E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   29  1.3553827128E+06  1.7816315072E-07  3.3979277793E+07  2.8906123276E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   30  1.4452501739E+06  2.1600288669E-07  3.3979069970E+07  2.8906038014E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   31  1.5387384084E+06  2.6068922486E-07  3.3978839621E+07  2.8905943511E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   32  1.6358998449E+06  3.1325418245E-07  3.3978584929E+07  2.8905839019E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   33  1.7367865836E+06  3.7485555992E-07  3.3978303976E+07  2.8905723753E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   34  1.8414509239E+06  4.4678919902E-07  3.3977994742E+07  2.8905596884E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   35  1.9499434229E+06  5.3050031439E-07  3.3977655107E+07  2.8905457542E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   36  2.0623150540E+06  6.2759835228E-07  3.3977282841E+07  2.8905304811E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   37  2.1786148002E+06  7.3986926168E-07  3.3976875609E+07  2.8905137733E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   38  2.2988926856E+06  8.6929327744E-07  3.3976430960E+07  2.8904955302E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   39  2.4231975762E+06  1.0180590914E-06  3.3975946329E+07  2.8904756466E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   40  2.5515785806E+06  1.1885824355E-06  3.3975419033E+07  2.8904540123E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   41  2.6840826661E+06  1.3835209317E-06  3.3974846273E+07  2.8904305125E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   42  2.8207567951E+06  1.6057955017E-06  3.3974225127E+07  2.8904050272E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   43  2.9616488827E+06  1.8586125192E-06  3.3973552542E+07  2.8903774310E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   44  3.1068041172E+06  2.1454786037E-06  3.3972825345E+07  2.8903475937E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   45  3.2562696992E+06  2.4702314895E-06  3.3972040222E+07  2.8903153793E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   46  3.4100906678E+06  2.8370555245E-06  3.3971193733E+07  2.8902806465E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   47  3.5683120620E+06  3.2505103243E-06  3.3970282301E+07  2.8902432483E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   48  3.7309791396E+06  3.7155577026E-06  3.3969302205E+07  2.8902030321E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   49  3.8981360001E+06  4.2375851104E-06  3.3968249587E+07  2.8901598393E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   50  4.0698265125E+06  4.8224363165E-06  3.3967120444E+07  2.8901135055E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   51  4.2460946232E+06  5.4764425304E-06  3.3965910623E+07  2.8900638600E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   52  4.4269826038E+06  6.2064468875E-06  3.3964615829E+07  2.8900107266E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
