   i     radius            mass              density           energy            temp              abar              zbar
   26  7.3509421365E+05  2.3025159220E-07  2.7526737044E+08  7.3510160918E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   27  7.8272935715E+05  2.7797564369E-07  2.7526551817E+08  7.3509955625E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   28  8.3223981411E+05  3.3412994744E-07  2.7526346978E+08  7.3509728594E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   29  8.8365181482E+05  3.9995517344E-07  2.7526120982E+08  7.3509478112E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   30  9.3699192497E+05  4.7684033768E-07  2.7525872198E+08  7.3509202373E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   31  9.9228636284E+05  5.6633568013E-07  2.7525598914E+08  7.3508899478E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   32  1.0495612469E+06  6.7016752623E-07  2.7525299330E+08  7.3508567429E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   33  1.1088418034E+06  7.9025215323E-07  2.7524971559E+08  7.3508204137E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   34  1.1701530373E+06  9.2871299083E-07  2.7524613625E+08  7.3507807411E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   35  1.2335200719E+06  1.0878987964E-06  2.7524223458E+08  7.3507374954E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   36  1.2989682169E+06  1.2704026451E-06  2.7523798889E+08  7.3506904362E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   37  1.3665208353E+06  1.4790750843E-06  2.7523337663E+08  7.3506393133E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   38  1.4362028578E+06  1.7170544664E-06  2.7522837414E+08  7.3505838645E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   39  1.5080387314E+06  1.9877834492E-06  2.7522295676E+08  7.3505238162E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   40  1.5820510331E+06  2.2950254333E-06  2.7521709890E+08  7.3504588846E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   41  1.6582638966E+06  2.6429015429E-06  2.7521077381E+08  7.3503887729E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   42  1.7367011093E+06  3.0359096012E-06  2.7520395362E+08  7.3503131721E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   43  1.8173849684E+06  3.4789439504E-06  2.7519660951E+08  7.3502317624E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   44  1.9003389837E+06  3.9773370065E-06  2.7518871138E+08  7.3501442098E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   45  1.9855852191E+06  4.5368740115E-06  2.7518022812E+08  7.3500501690E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   46  2.0731467829E+06  5.1638386506E-06  2.7517112731E+08  7.3499492804E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   47  2.1630456726E+06  5.8650314040E-06  2.7516137545E+08  7.3498411720E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   48  2.2553039616E+06  6.6478105875E-06  2.7515093780E+08  7.3497254583E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   49  2.3499436884E+06  7.5201271973E-06  2.7513977836E+08  7.3496017395E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   50  2.4469866535E+06  8.4905599803E-06  2.7512785988E+08  7.3494696021E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   51  2.5464544390E+06  9.5683536735E-06  2.7511514386E+08  7.3493286185E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   52  2.6483685048E+06  1.0763459856E-05  2.7510159048E+08  7.3491783464E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   53  2.7527502321E+06  1.2086579301E-05  2.7508715858E+08  7.3490183285E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   54  2.8596197219E+06  1.3549188661E-05  2.7507180585E+08  7.3488480947E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   55  2.9689993270E+06  1.5163633494E-05  2.7505548824E+08  7.3486671554E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   56  3.0809096404E+06  1.6943122446E-05  2.7503816058E+08  7.3484750085E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   57  3.1953702595E+06  1.8901780467E-05  2.7501977641E+08  7.3482711373E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   58  3.3124032343E+06  2.1054759417E-05  2.7500028744E+08  7.3480550049E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   59  3.4320276292E+06  2.3418196692E-05  2.7497964440E+08  7.3478260632E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   60  3.5542643850E+06  2.6009356582E-05  2.7495779623E+08  7.3475837438E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   61  3.6791337603E+06  2.8846641345E-05  2.7493469047E+08  7.3473274630E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   62  3.8066556841E+06  3.1949654717E-05  2.7491027319E+08  7.3470566200E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   63  3.9368493756E+06  3.5339250769E-05  2.7488448904E+08  7.3467705986E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   64  4.0697353779E+06  3.9037649796E-05  2.7485728087E+08  7.3464687619E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   65  4.2053336970E+06  4.3068459606E-05  2.7482859003E+08  7.3461504561E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   66  4.3436640483E+06  4.7456747376E-05  2.7479835630E+08  7.3458150098E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   67  4.4847451052E+06  5.2229081423E-05  2.7476651808E+08  7.3454617358E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   68  4.6285956941E+06  5.7413637137E-05  2.7473301212E+08  7.3450899281E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   69  4.7752356841E+06  6.3040308622E-05  2.7469777325E+08  7.3446988592E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   70  4.9246845887E+06  6.9140740178E-05  2.7466073470E+08  7.3442877831E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   71  5.0769606782E+06  7.5748363045E-05  2.7462182830E+08  7.3438559381E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   72  5.2320833736E+06  8.2898575158E-05  2.7458098389E+08  7.3434025395E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   73  5.3900721103E+06  9.0628784885E-05  2.7453812957E+08  7.3429267827E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   74  5.5509446202E+06  9.8978407960E-05  2.7449319213E+08  7.3424278483E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   75  5.7147200309E+06  1.0798910710E-04  2.7444609622E+08  7.3419048923E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   76  5.8814165605E+06  1.1770476858E-04  2.7439676501E+08  7.3413570530E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   77  6.0510530764E+06  1.2817168168E-04  2.7434511962E+08  7.3407834462E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   78  6.2236488520E+06  1.3943863190E-04  2.7429107928E+08  7.3401831648E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   79  6.3992210182E+06  1.5155682963E-04  2.7423456202E+08  7.3395552881E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   80  6.5777880617E+06  1.6458023461E-04  2.7417548366E+08  7.3388988696E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   81  6.7593694447E+06  1.7856565866E-04  2.7411375778E+08  7.3382129372E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   82  6.9439826507E+06  1.9357264984E-04  2.7404929679E+08  7.3374965044E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   83  7.1316450271E+06  2.0966372417E-04  2.7398201128E+08  7.3367485632E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   84  7.3223759151E+06  2.2690467359E-04  2.7391180925E+08  7.3359680759E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   85  7.5161929735E+06  2.4536437232E-04  2.7383859737E+08  7.3351539884E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   86  7.7131136270E+06  2.6511500579E-04  2.7376228054E+08  7.3343052256E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   87  7.9131563096E+06  2.8623232178E-04  2.7368276134E+08  7.3334206850E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   88  8.1163396732E+06  3.0879569382E-04  2.7359994031E+08  7.3324992400E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   89  8.3226805324E+06  3.3288801209E-04  2.7351371682E+08  7.3315397487E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   90  8.5321970737E+06  3.5859616538E-04  2.7342398771E+08  7.3305410399E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   91  8.7449078048E+06  3.8601107845E-04  2.7333064776E+08  7.3295019171E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   92  8.9608296580E+06  4.1522759859E-04  2.7323359044E+08  7.3284211673E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   93  9.1799809291E+06  4.4634501255E-04  2.7313270668E+08  7.3272975469E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   94  9.4023789353E+06  4.7946687931E-04  2.7302788591E+08  7.3261297933E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   95  9.6280422632E+06  5.1470150213E-04  2.7291901495E+08  7.3249166124E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   96  9.8569875698E+06  5.5216159003E-04  2.7280597961E+08  7.3236566963E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   97  1.0089233864E+07  5.9196508761E-04  2.7268866257E+08  7.3223486993E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   98  1.0324797319E+07  6.3423447225E-04  2.7256694596E+08  7.3209912666E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
   99  1.0563698138E+07  6.7909811441E-04  2.7244070786E+08  7.3195829953E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  100  1.0805953267E+07  7.2668914918E-04  2.7230982605E+08  7.3181224758E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  101  1.1051579330E+07  7.7714611499E-04  2.7217417657E+08  7.3166082755E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  102  1.1300593848E+07  8.3061337270E-04  2.7203363303E+08  7.3150389313E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  103  1.1553016018E+07  8.8724149275E-04  2.7188806613E+08  7.3134129435E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  104  1.1808862789E+07  9.4718657476E-04  2.7173734589E+08  7.3117288011E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  105  1.2068151907E+07  1.0106110697E-03  2.7158133997E+08  7.3099849618E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  106  1.2330901300E+07  1.0776838388E-03  2.7141991398E+08  7.3081798564E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  107  1.2597128649E+07  1.1485802283E-03  2.7125293175E+08  7.3063118911E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  108  1.2866851113E+07  1.2234821608E-03  2.7108025560E+08  7.3043794498E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  109  1.3140088107E+07  1.3025791098E-03  2.7090174448E+08  7.3023808738E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  110  1.3416857279E+07  1.3860671875E-03  2.7071725659E+08  7.3003144903E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  111  1.3697175725E+07  1.4741496175E-03  2.7052664869E+08  7.2981786044E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  112  1.3981062323E+07  1.5670376690E-03  2.7032977449E+08  7.2959714814E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  113  1.4268535453E+07  1.6649501792E-03  2.7012648620E+08  7.2936913630E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  114  1.4559612375E+07  1.7681134928E-03  2.6991663508E+08  7.2913364733E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  115  1.4854311336E+07  1.8767623744E-03  2.6970006989E+08  7.2889050019E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  116  1.5152651688E+07  1.9911403260E-03  2.6947663687E+08  7.2863951023E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  117  1.5454651470E+07  2.1114988927E-03  2.6924618148E+08  7.2838049115E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  118  1.5760329428E+07  2.2380986200E-03  2.6900854697E+08  7.2811325337E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  119  1.6069706936E+07  2.3712101617E-03  2.6876357284E+08  7.2783760221E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  120  1.6382800885E+07  2.5111114697E-03  2.6851110045E+08  7.2755334422E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  121  1.6699629031E+07  2.6580901578E-03  2.6825096899E+08  7.2726028255E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  122  1.7020211692E+07  2.8124446128E-03  2.6798301400E+08  7.2695821528E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  123  1.7344567937E+07  2.9744824995E-03  2.6770707052E+08  7.2664693890E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  124  1.7672716567E+07  3.1445213758E-03  2.6742297236E+08  7.2632624744E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  125  1.8004677029E+07  3.3228893842E-03  2.6713055139E+08  7.2599593161E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  126  1.8340469540E+07  3.5099255996E-03  2.6682963737E+08  7.2565577862E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  127  1.8680113758E+07  3.7059795382E-03  2.6652005927E+08  7.2530557351E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  128  1.9023629251E+07  3.9114116088E-03  2.6620164483E+08  7.2494509869E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  129  1.9371037446E+07  4.1265945430E-03  2.6587421885E+08  7.2457413193E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  130  1.9722357089E+07  4.3519108544E-03  2.6553760750E+08  7.2419245110E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  131  2.0077609691E+07  4.5877564359E-03  2.6519163318E+08  7.2379982846E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  132  2.0436815463E+07  4.8345382442E-03  2.6483611853E+08  7.2339603493E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  133  2.0799995511E+07  5.0926759547E-03  2.6447088430E+08  7.2298083781E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  134  2.1167171733E+07  5.3626022052E-03  2.6409574954E+08  7.2255400076E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  135  2.1538365294E+07  5.6447617290E-03  2.6371053314E+08  7.2211528561E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  136  2.1913598199E+07  5.9396127316E-03  2.6331505237E+08  7.2166445055E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  137  2.2292893170E+07  6.2476271110E-03  2.6290912300E+08  7.2120125022E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  138  2.2676272282E+07  6.5692896007E-03  2.6249256084E+08  7.2072543740E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  139  2.3063757222E+07  6.9050981169E-03  2.6206518160E+08  7.2023676277E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  140  2.3455372320E+07  7.2555666633E-03  2.6162679763E+08  7.1973497104E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  141  2.3851139197E+07  7.6212208855E-03  2.6117722387E+08  7.1921980783E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  142  2.4251082139E+07  8.0026030820E-03  2.6071627204E+08  7.1869101275E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  143  2.4655227716E+07  8.4002724112E-03  2.6024375089E+08  7.1814831972E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  144  2.5063597189E+07  8.8147976206E-03  2.5975947527E+08  7.1759146721E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  145  2.5476215808E+07  9.2467662816E-03  2.5926325539E+08  7.1702018591E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  146  2.5893109864E+07  9.6967823772E-03  2.5875490024E+08  7.1643420247E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  147  2.6314304307E+07  1.0165463964E-02  2.5823422063E+08  7.1583324294E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  148  2.6739826138E+07  1.0653447075E-02  2.5770102514E+08  7.1521702800E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  149  2.7169702017E+07  1.1161383367E-02  2.5715512314E+08  7.1458527633E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  150  2.7603959614E+07  1.1689941907E-02  2.5659632323E+08  7.1393770272E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  151  2.8042624473E+07  1.2239805517E-02  2.5602443742E+08  7.1327402278E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  152  2.8485725676E+07  1.2811677949E-02  2.5543927393E+08  7.1259394452E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  153  2.8933293211E+07  1.3406281138E-02  2.5484064061E+08  7.1189717213E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  154  2.9385355523E+07  1.4024352131E-02  2.5422834837E+08  7.1118340992E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  155  2.9841943836E+07  1.4666649075E-02  2.5360220551E+08  7.1045235555E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  156  3.0303088591E+07  1.5333946675E-02  2.5296202264E+08  7.0970370565E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  157  3.0768820572E+07  1.6027037842E-02  2.5230761136E+08  7.0893715416E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  158  3.1239172975E+07  1.6746737080E-02  2.5163878114E+08  7.0815238856E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  159  3.1706930003E+07  1.7482320849E-02  2.5096582484E+08  7.0736142466E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  160  3.2186564405E+07  1.8257338346E-02  2.5026777909E+08  7.0653952712E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  161  3.2670840950E+07  1.9061375443E-02  2.4955485857E+08  7.0569859038E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  162  3.3159869922E+07  1.9895442869E-02  2.4882676901E+08  7.0483816248E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  163  3.3653685251E+07  2.0760448392E-02  2.4808332896E+08  7.0395791948E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  164  3.4152322615E+07  2.1657321721E-02  2.4732435686E+08  7.0305753247E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  165  3.4655819851E+07  2.2587015696E-02  2.4654967047E+08  7.0213666669E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  166  3.5164214953E+07  2.3550502976E-02  2.4575909004E+08  7.0119498515E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  167  3.5677547154E+07  2.4548778201E-02  2.4495243680E+08  7.0023214663E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  168  3.6195854786E+07  2.5582853936E-02  2.4412953652E+08  6.9924780981E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  169  3.6719179300E+07  2.6653768746E-02  2.4329021330E+08  6.9824162568E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  170  3.7247564263E+07  2.7762585786E-02  2.4243429127E+08  6.9721323928E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  171  3.7781051340E+07  2.8910384532E-02  2.4156160120E+08  6.9616229753E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  172  3.8319684930E+07  3.0098270537E-02  2.4067197322E+08  6.9508844032E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  173  3.8863511219E+07  3.1327373871E-02  2.3976523850E+08  6.9399130223E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  174  3.9412576247E+07  3.2598844937E-02  2.3884123259E+08  6.9287051644E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  175  3.9966928822E+07  3.3913861280E-02  2.3789979077E+08  6.9172570885E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  176  4.0526616842E+07  3.5273619134E-02  2.3694075443E+08  6.9055650563E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  177  4.1091691873E+07  3.6679344461E-02  2.3596396351E+08  6.8936252378E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  178  4.1662207052E+07  3.8132288388E-02  2.3496926016E+08  6.8814337536E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  179  4.2238215803E+07  3.9633724033E-02  2.3395649122E+08  6.8689867029E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  180  4.2819773466E+07  4.1184950693E-02  2.3292550561E+08  6.8562801291E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  181  4.3406936917E+07  4.2787293044E-02  2.3187615522E+08  6.8433100282E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  182  4.3999766142E+07  4.4442105728E-02  2.3080829228E+08  6.8300723132E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  183  4.4598323032E+07  4.6150770445E-02  2.2972177169E+08  6.8165628408E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  184  4.5202668395E+07  4.7914687344E-02  2.2861645673E+08  6.8027774793E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  185  4.5812870413E+07  4.9735299716E-02  2.2749220391E+08  6.7887119168E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  186  4.6428994083E+07  5.1614063380E-02  2.2634888249E+08  6.7743619018E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  187  4.7051110333E+07  5.3552473794E-02  2.2518635803E+08  6.7597230348E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  188  4.7679291735E+07  5.5552053688E-02  2.2400450054E+08  6.7447908662E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  189  4.8313613297E+07  5.7614355618E-02  2.2280318327E+08  6.7295608786E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  190  4.8954152504E+07  5.9740962271E-02  2.2158228300E+08  6.7140284862E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
  191  4.9600990134E+07  6.1933489434E-02  2.2034167875E+08  6.6981890154E+17  1.0000000000E+07  1.3714285714E+01  6.8571428571E+00
