4.80e+05 0.0000 0.0006 0.4024 0.0001 0.0376 0.3317 0.1596 0.0217 0.0118 0.0001 0.0014 0.0309 0.0022 
4.90e+05 0.0000 0.0006 0.4022 0.0001 0.0375 0.3318 0.1596 0.0217 0.0118 0.0001 0.0014 0.0309 0.0022 
5.00e+05 0.0000 0.0006 0.4020 0.0001 0.0375 0.3319 0.1597 0.0217 0.0118 0.0001 0.0014 0.0309 0.0022 
5.10e+05 0.0000 0.0006 0.4018 0.0001 0.0375 0.3321 0.1598 0.0217 0.0118 0.0001 0.0014 0.0309 0.0022 
5.20e+05 0.0000 0.0006 0.4016 0.0001 0.0375 0.3322 0.1598 0.0217 0.0118 0.0001 0.0014 0.0309 0.0022 
5.30e+05 0.0000 0.0006 0.4014 0.0001 0.0375 0.3323 0.1599 0.0217 0.0118 0.0001 0.0014 0.0310 0.0022 
5.40e+05 0.0000 0.0006 0.4012 0.0001 0.0375 0.3324 0.1599 0.0217 0.0118 0.0001 0.0014 0.0310 0.0023 
5.50e+05 0.0000 0.0006 0.4011 0.0001 0.0374 0.3325 0.1600 0.0217 0.0118 0.0001 0.0014 0.0310 0.0023 
5.60e+05 0.0000 0.0006 0.4009 0.0001 0.0374 0.3326 0.1600 0.0217 0.0118 0.0001 0.0014 0.0310 0.0023 
5.70e+05 0.0000 0.0006 0.4007 0.0001 0.0374 0.3327 0.1601 0.0218 0.0118 0.0001 0.0014 0.0310 0.0023 
5.80e+05 0.0000 0.0006 0.4006 0.0001 0.0374 0.3328 0.1601 0.0218 0.0118 0.0001 0.0014 0.0310 0.0023 
5.90e+05 0.0000 0.0006 0.4004 0.0001 0.0374 0.3328 0.1602 0.0218 0.0118 0.0001 0.0015 0.0311 0.0023 
6.00e+05 0.0000 0.0006 0.4003 0.0001 0.0374 0.3329 0.1602 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.10e+05 0.0000 0.0006 0.4002 0.0001 0.0374 0.3330 0.1602 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.20e+05 0.0000 0.0006 0.4001 0.0001 0.0373 0.3330 0.1602 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.30e+05 0.0000 0.0006 0.4000 0.0001 0.0373 0.3331 0.1603 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.40e+05 0.0000 0.0006 0.3999 0.0001 0.0373 0.3331 0.1603 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.50e+05 0.0000 0.0006 0.3998 0.0001 0.0373 0.3332 0.1603 0.0218 0.0119 0.0001 0.0015 0.0311 0.0023 
6.60e+05 0.0000 0.0006 0.3997 0.0001 0.0373 0.3332 0.1603 0.0218 0.0119 0.0001 0.0015 0.0311 0.0024 
6.70e+05 0.0000 0.0006 0.3996 0.0001 0.0373 0.3333 0.1604 0.0218 0.0119 0.0001 0.0015 0.0311 0.0024 
6.80e+05 0.0000 0.0006 0.3995 0.0001 0.0373 0.3333 0.1604 0.0218 0.0119 0.0001 0.0015 0.0311 0.0024 
6.90e+05 0.0000 0.0006 0.3994 0.0001 0.0373 0.3334 0.1604 0.0218 0.0119 0.0001 0.0015 0.0311 0.0024 
7.00e+05 0.0000 0.0006 0.3993 0.0001 0.0373 0.3334 0.1605 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.10e+05 0.0000 0.0006 0.3992 0.0001 0.0373 0.3335 0.1605 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.20e+05 0.0000 0.0006 0.3991 0.0001 0.0373 0.3335 0.1605 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.30e+05 0.0000 0.0006 0.3990 0.0001 0.0372 0.3336 0.1605 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.40e+05 0.0000 0.0006 0.3989 0.0001 0.0372 0.3337 0.1606 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.50e+05 0.0000 0.0006 0.3988 0.0001 0.0372 0.3337 0.1606 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.60e+05 0.0000 0.0006 0.3987 0.0001 0.0372 0.3338 0.1606 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.70e+05 0.0000 0.0006 0.3986 0.0001 0.0372 0.3338 0.1606 0.0218 0.0119 0.0001 0.0015 0.0312 0.0024 
7.80e+05 0.0000 0.0006 0.3985 0.0001 0.0372 0.3339 0.1607 0.0219 0.0119 0.0001 0.0015 0.0312 0.0025 
7.90e+05 0.0000 0.0006 0.3985 0.0001 0.0372 0.3339 0.1607 0.0219 0.0119 0.0001 0.0015 0.0312 0.0025 
8.00e+05 0.0000 0.0006 0.3984 0.0001 0.0372 0.3340 0.1607 0.0219 0.0119 0.0001 0.0015 0.0312 0.0025 
8.10e+05 0.0000 0.0006 0.3983 0.0001 0.0372 0.3340 0.1607 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.20e+05 0.0000 0.0006 0.3982 0.0001 0.0372 0.3341 0.1608 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.30e+05 0.0000 0.0006 0.3981 0.0001 0.0372 0.3341 0.1608 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.40e+05 0.0000 0.0006 0.3980 0.0001 0.0371 0.3342 0.1608 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.50e+05 0.0000 0.0006 0.3979 0.0001 0.0371 0.3342 0.1609 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.60e+05 0.0000 0.0006 0.3978 0.0001 0.0371 0.3343 0.1609 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.70e+05 0.0000 0.0006 0.3977 0.0001 0.0371 0.3343 0.1609 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.80e+05 0.0000 0.0006 0.3976 0.0001 0.0371 0.3344 0.1609 0.0219 0.0119 0.0001 0.0015 0.0313 0.0025 
8.90e+05 0.0000 0.0006 0.3975 0.0001 0.0371 0.3344 0.1610 0.0219 0.0120 0.0001 0.0015 0.0313 0.0025 
9.00e+05 0.0000 0.0006 0.3974 0.0001 0.0371 0.3345 0.1610 0.0219 0.0120 0.0001 0.0015 0.0313 0.0026 
9.10e+05 0.0000 0.0006 0.3973 0.0001 0.0371 0.3345 0.1610 0.0219 0.0120 0.0001 0.0015 0.0313 0.0026 
9.20e+05 0.0000 0.0006 0.3972 0.0001 0.0371 0.3346 0.1610 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.30e+05 0.0000 0.0006 0.3971 0.0001 0.0371 0.3346 0.1611 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.40e+05 0.0000 0.0006 0.3970 0.0001 0.0371 0.3347 0.1611 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.50e+05 0.0000 0.0006 0.3969 0.0001 0.0370 0.3348 0.1611 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.60e+05 0.0000 0.0006 0.3968 0.0001 0.0370 0.3348 0.1611 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.70e+05 0.0000 0.0006 0.3967 0.0001 0.0370 0.3349 0.1612 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.80e+05 0.0000 0.0006 0.3966 0.0001 0.0370 0.3349 0.1612 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
9.90e+05 0.0000 0.0006 0.3965 0.0001 0.0370 0.3350 0.1612 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
1.00e+06 0.0000 0.0006 0.3964 0.0001 0.0370 0.3350 0.1612 0.0219 0.0120 0.0001 0.0015 0.0314 0.0026 
1.01e+06 0.0000 0.0006 0.3964 0.0001 0.0370 0.3351 0.1613 0.0220 0.0120 0.0001 0.0015 0.0314 0.0027 
1.02e+06 0.0000 0.0006 0.3963 0.0001 0.0370 0.3351 0.1613 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.03e+06 0.0000 0.0006 0.3962 0.0001 0.0370 0.3352 0.1613 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.04e+06 0.0000 0.0006 0.3961 0.0001 0.0370 0.3352 0.1613 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.05e+06 0.0000 0.0006 0.3960 0.0001 0.0370 0.3353 0.1614 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.06e+06 0.0000 0.0006 0.3959 0.0001 0.0370 0.3353 0.1614 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.07e+06 0.0000 0.0006 0.3958 0.0001 0.0369 0.3354 0.1614 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.08e+06 0.0000 0.0006 0.3957 0.0001 0.0369 0.3354 0.1615 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.09e+06 0.0000 0.0006 0.3956 0.0001 0.0369 0.3355 0.1615 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.10e+06 0.0000 0.0006 0.3955 0.0001 0.0369 0.3355 0.1615 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.11e+06 0.0000 0.0006 0.3954 0.0001 0.0369 0.3356 0.1615 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.12e+06 0.0000 0.0006 0.3953 0.0001 0.0369 0.3356 0.1616 0.0220 0.0120 0.0001 0.0015 0.0315 0.0027 
1.13e+06 0.0000 0.0006 0.3952 0.0001 0.0369 0.3357 0.1616 0.0220 0.0120 0.0001 0.0015 0.0316 0.0028 
1.14e+06 0.0000 0.0006 0.3951 0.0001 0.0369 0.3357 0.1616 0.0220 0.0120 0.0001 0.0015 0.0316 0.0028 
1.15e+06 0.0000 0.0006 0.3950 0.0001 0.0369 0.3358 0.1616 0.0220 0.0120 0.0001 0.0015 0.0316 0.0028 
1.16e+06 0.0000 0.0006 0.3949 0.0001 0.0369 0.3358 0.1617 0.0220 0.0120 0.0001 0.0015 0.0316 0.0028 
1.17e+06 0.0000 0.0006 0.3948 0.0001 0.0369 0.3359 0.1617 0.0220 0.0120 0.0001 0.0015 0.0316 0.0028 
1.18e+06 0.0000 0.0006 0.3947 0.0001 0.0368 0.3359 0.1617 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.19e+06 0.0000 0.0006 0.3946 0.0001 0.0368 0.3360 0.1617 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.20e+06 0.0000 0.0006 0.3945 0.0001 0.0368 0.3361 0.1618 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.21e+06 0.0000 0.0006 0.3945 0.0001 0.0368 0.3361 0.1618 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.22e+06 0.0000 0.0006 0.3944 0.0001 0.0368 0.3362 0.1618 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.23e+06 0.0000 0.0006 0.3943 0.0001 0.0368 0.3362 0.1618 0.0220 0.0121 0.0001 0.0015 0.0316 0.0028 
1.24e+06 0.0000 0.0006 0.3942 0.0001 0.0368 0.3363 0.1619 0.0221 0.0121 0.0001 0.0015 0.0317 0.0028 
1.25e+06 0.0000 0.0006 0.3941 0.0001 0.0368 0.3363 0.1619 0.0221 0.0121 0.0001 0.0015 0.0317 0.0029 
1.26e+06 0.0000 0.0006 0.3940 0.0001 0.0368 0.3364 0.1619 0.0221 0.0121 0.0001 0.0015 0.0317 0.0029 
1.27e+06 0.0000 0.0006 0.3938 0.0001 0.0368 0.3365 0.1620 0.0221 0.0121 0.0001 0.0015 0.0317 0.0029 
1.28e+06 0.0000 0.0006 0.3937 0.0001 0.0367 0.3365 0.1620 0.0221 0.0121 0.0001 0.0015 0.0317 0.0029 
1.29e+06 0.0000 0.0006 0.3934 0.0001 0.0367 0.3367 0.1621 0.0221 0.0121 0.0001 0.0015 0.0317 0.0029 
1.30e+06 0.0000 0.0006 0.3932 0.0001 0.0367 0.3368 0.1622 0.0221 0.0121 0.0001 0.0015 0.0318 0.0029 
1.31e+06 0.0000 0.0006 0.3929 0.0001 0.0367 0.3370 0.1622 0.0221 0.0121 0.0001 0.0015 0.0318 0.0029 
1.32e+06 0.0000 0.0006 0.3927 0.0001 0.0367 0.3371 0.1623 0.0221 0.0121 0.0001 0.0015 0.0318 0.0029 
1.33e+06 0.0000 0.0006 0.3924 0.0001 0.0366 0.3373 0.1624 0.0221 0.0121 0.0001 0.0015 0.0318 0.0029 
1.34e+06 0.0000 0.0006 0.3921 0.0001 0.0366 0.3374 0.1625 0.0221 0.0121 0.0001 0.0015 0.0319 0.0029 
1.35e+06 0.0000 0.0006 0.3919 0.0001 0.0366 0.3376 0.1625 0.0222 0.0122 0.0001 0.0015 0.0319 0.0029 
1.36e+06 0.0000 0.0006 0.3916 0.0001 0.0366 0.3377 0.1626 0.0222 0.0122 0.0001 0.0015 0.0319 0.0030 
1.37e+06 0.0000 0.0006 0.3914 0.0001 0.0365 0.3379 0.1627 0.0222 0.0122 0.0001 0.0015 0.0319 0.0030 
1.38e+06 0.0000 0.0006 0.3911 0.0001 0.0365 0.3380 0.1627 0.0222 0.0122 0.0001 0.0015 0.0320 0.0030 
1.39e+06 0.0000 0.0006 0.3909 0.0001 0.0365 0.3381 0.1628 0.0222 0.0122 0.0001 0.0015 0.0320 0.0030 
1.40e+06 0.0000 0.0006 0.3906 0.0001 0.0365 0.3383 0.1629 0.0222 0.0122 0.0001 0.0015 0.0320 0.0030 
1.41e+06 0.0000 0.0006 0.3901 0.0001 0.0364 0.3386 0.1630 0.0222 0.0122 0.0001 0.0015 0.0321 0.0030 
1.42e+06 0.0000 0.0006 0.3896 0.0001 0.0364 0.3389 0.1632 0.0223 0.0122 0.0001 0.0015 0.0321 0.0030 
1.43e+06 0.0000 0.0006 0.3892 0.0001 0.0363 0.3391 0.1633 0.0223 0.0123 0.0001 0.0015 0.0321 0.0030 
1.44e+06 0.0000 0.0006 0.3887 0.0001 0.0363 0.3394 0.1635 0.0223 0.0123 0.0001 0.0015 0.0322 0.0030 
1.45e+06 0.0000 0.0006 0.3882 0.0001 0.0362 0.3397 0.1636 0.0223 0.0123 0.0001 0.0015 0.0322 0.0030 
1.46e+06 0.0000 0.0006 0.3878 0.0001 0.0362 0.3400 0.1637 0.0224 0.0123 0.0001 0.0015 0.0323 0.0031 
1.47e+06 0.0000 0.0006 0.3873 0.0001 0.0362 0.3402 0.1639 0.0224 0.0123 0.0001 0.0015 0.0323 0.0031 
1.48e+06 0.0000 0.0006 0.3868 0.0001 0.0361 0.3405 0.1640 0.0224 0.0124 0.0001 0.0015 0.0324 0.0031 
1.49e+06 0.0000 0.0006 0.3864 0.0001 0.0361 0.3408 0.1641 0.0224 0.0124 0.0001 0.0015 0.0324 0.0031 
1.50e+06 0.0000 0.0006 0.3859 0.0001 0.0360 0.3411 0.1643 0.0224 0.0124 0.0001 0.0015 0.0325 0.0031 
1.51e+06 0.0000 0.0006 0.3854 0.0001 0.0360 0.3413 0.1644 0.0225 0.0124 0.0001 0.0015 0.0325 0.0031 
1.52e+06 0.0000 0.0006 0.3850 0.0001 0.0359 0.3416 0.1646 0.0225 0.0124 0.0001 0.0015 0.0326 0.0031 
1.53e+06 0.0000 0.0006 0.3845 0.0001 0.0359 0.3419 0.1647 0.0225 0.0124 0.0001 0.0015 0.0326 0.0031 
1.54e+06 0.0000 0.0006 0.3840 0.0001 0.0358 0.3422 0.1648 0.0225 0.0125 0.0001 0.0015 0.0327 0.0031 
1.55e+06 0.0000 0.0006 0.3835 0.0001 0.0358 0.3425 0.1650 0.0226 0.0125 0.0001 0.0015 0.0327 0.0031 
1.56e+06 0.0000 0.0006 0.3829 0.0001 0.0357 0.3429 0.1652 0.0226 0.0125 0.0001 0.0015 0.0328 0.0032 
1.57e+06 0.0000 0.0006 0.3822 0.0001 0.0357 0.3433 0.1654 0.0226 0.0125 0.0001 0.0015 0.0329 0.0032 
1.58e+06 0.0000 0.0006 0.3815 0.0001 0.0356 0.3437 0.1656 0.0227 0.0126 0.0001 0.0015 0.0329 0.0032 
1.59e+06 0.0000 0.0006 0.3808 0.0001 0.0355 0.3441 0.1658 0.0227 0.0126 0.0001 0.0015 0.0330 0.0032 
1.60e+06 0.0000 0.0006 0.3802 0.0001 0.0355 0.3444 0.1660 0.0227 0.0126 0.0001 0.0015 0.0331 0.0032 
1.61e+06 0.0000 0.0006 0.3795 0.0001 0.0354 0.3448 0.1662 0.0228 0.0126 0.0001 0.0015 0.0331 0.0032 
1.62e+06 0.0000 0.0006 0.3788 0.0001 0.0354 0.3452 0.1664 0.0228 0.0127 0.0001 0.0015 0.0332 0.0032 
1.63e+06 0.0000 0.0006 0.3781 0.0001 0.0353 0.3456 0.1666 0.0228 0.0127 0.0001 0.0015 0.0333 0.0032 
1.64e+06 0.0000 0.0006 0.3775 0.0001 0.0352 0.3460 0.1668 0.0229 0.0127 0.0001 0.0016 0.0333 0.0032 
1.65e+06 0.0000 0.0006 0.3768 0.0001 0.0352 0.3464 0.1670 0.0229 0.0127 0.0001 0.0016 0.0334 0.0033 
1.66e+06 0.0000 0.0006 0.3761 0.0001 0.0351 0.3468 0.1672 0.0229 0.0128 0.0001 0.0016 0.0335 0.0033 
1.67e+06 0.0000 0.0006 0.3754 0.0001 0.0350 0.3472 0.1674 0.0230 0.0128 0.0001 0.0016 0.0335 0.0033 
1.68e+06 0.0000 0.0006 0.3748 0.0001 0.0350 0.3476 0.1676 0.0230 0.0128 0.0001 0.0016 0.0336 0.0033 
1.69e+06 0.0000 0.0006 0.3741 0.0001 0.0349 0.3480 0.1678 0.0230 0.0128 0.0001 0.0016 0.0337 0.0033 
1.70e+06 0.0000 0.0006 0.3734 0.0001 0.0349 0.3484 0.1680 0.0231 0.0129 0.0001 0.0016 0.0337 0.0033 
1.71e+06 0.0000 0.0006 0.3728 0.0001 0.0348 0.3488 0.1682 0.0231 0.0129 0.0001 0.0016 0.0338 0.0033 
1.72e+06 0.0000 0.0006 0.3721 0.0001 0.0347 0.3492 0.1684 0.0231 0.0129 0.0001 0.0016 0.0339 0.0033 
1.73e+06 0.0000 0.0006 0.3714 0.0001 0.0347 0.3496 0.1686 0.0232 0.0129 0.0001 0.0016 0.0339 0.0033 
1.74e+06 0.0000 0.0006 0.3707 0.0001 0.0346 0.3500 0.1688 0.0232 0.0130 0.0001 0.0016 0.0340 0.0034 
1.75e+06 0.0000 0.0006 0.3698 0.0001 0.0345 0.3505 0.1690 0.0232 0.0130 0.0001 0.0016 0.0341 0.0034 
1.76e+06 0.0000 0.0006 0.3688 0.0001 0.0344 0.3511 0.1693 0.0233 0.0130 0.0001 0.0016 0.0342 0.0034 
1.77e+06 0.0000 0.0006 0.3678 0.0001 0.0343 0.3517 0.1696 0.0233 0.0131 0.0001 0.0016 0.0343 0.0034 
1.78e+06 0.0000 0.0006 0.3668 0.0001 0.0342 0.3523 0.1699 0.0234 0.0131 0.0001 0.0016 0.0344 0.0034 
1.79e+06 0.0000 0.0006 0.3658 0.0001 0.0341 0.3529 0.1702 0.0234 0.0132 0.0001 0.0016 0.0345 0.0034 
1.80e+06 0.0000 0.0006 0.3645 0.0001 0.0340 0.3537 0.1706 0.0235 0.0132 0.0001 0.0016 0.0346 0.0034 
1.81e+06 0.0000 0.0005 0.3629 0.0001 0.0339 0.3546 0.1711 0.0236 0.0133 0.0001 0.0016 0.0348 0.0035 
1.82e+06 0.0000 0.0005 0.3613 0.0001 0.0337 0.3556 0.1716 0.0236 0.0133 0.0001 0.0016 0.0350 0.0035 
1.83e+06 0.0000 0.0005 0.3597 0.0001 0.0336 0.3565 0.1720 0.0237 0.0134 0.0001 0.0016 0.0351 0.0035 
1.84e+06 0.0000 0.0005 0.3582 0.0001 0.0334 0.3575 0.1725 0.0238 0.0135 0.0001 0.0016 0.0353 0.0035 
1.85e+06 0.0000 0.0005 0.3566 0.0001 0.0333 0.3584 0.1730 0.0239 0.0135 0.0001 0.0016 0.0355 0.0035 
1.86e+06 0.0000 0.0005 0.3550 0.0001 0.0331 0.3593 0.1735 0.0240 0.0136 0.0001 0.0017 0.0356 0.0035 
1.87e+06 0.0000 0.0005 0.3534 0.0001 0.0330 0.3603 0.1739 0.0240 0.0136 0.0001 0.0017 0.0358 0.0035 
1.88e+06 0.0000 0.0005 0.3518 0.0001 0.0328 0.3612 0.1744 0.0241 0.0137 0.0001 0.0017 0.0359 0.0035 
1.89e+06 0.0000 0.0005 0.3503 0.0001 0.0327 0.3622 0.1749 0.0242 0.0138 0.0001 0.0017 0.0361 0.0036 
1.90e+06 0.0000 0.0005 0.3487 0.0001 0.0325 0.3631 0.1753 0.0243 0.0138 0.0001 0.0017 0.0363 0.0036 
1.91e+06 0.0000 0.0005 0.3471 0.0001 0.0324 0.3640 0.1758 0.0243 0.0139 0.0001 0.0017 0.0364 0.0036 
