   1.1983314989046997E-34  1.8831228815429410E-10  5.0995511358591385E-06  1.1191404151563751-152  2.0322960088424012E-27  6.5953562044580067-114  2.3000478672490380E-73  2.6285145146411526E-07  9.2863049706254425E-07  2.6463913028508903-159
   1.8936215557725068E-30  3.3265773297052613-165  2.2777361688298650E-32  9.3441605242068584E-25  1.2448063095979553E-07  5.5959224864636312-150  4.3673907166155002E-33  1.6144177117729874-172  9.7123785428440595E-33  1.6557204526012628E-43
   1.2085031481697882E-08  2.6201392953278835-137  2.3891525074732226E-36  7.2276603539809238-177  3.2156734856636397E-35  6.5891619110226669E-51  1.2095825915014441E-09  1.7728736101274990-134  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.1973130068791342E-13  1.1972460870981670-130  9.2619676599641306E-13  1.8969810323159013E-30
   0.0000000000000000E+00  6.1686183733865476E-55  2.1708923877686597-136  1.2914645868138336E-14  5.9488331657463860E-93  7.5100848972953338E-14  1.7549920312141854-177  1.7675019142141423E-16  1.2637007292922773-192  2.2350233853358361E-31
   8.3348756058702872E-02  1.3178231523777208E-02  2.5156347000405926-208  2.3632523872919136E-19  6.4208584691593457-139  6.8809262804699411E-40  5.8517112457238626E-04  2.1076518355445657E-03  6.7844306895352659-159  1.1055169687135322E-21
   1.6241511562569206-135  2.3085635007894305E-40  1.1659403484177545E-05  2.0179731912746090E-04  5.8912821794819132-153  1.6904614280319923E-24  9.2275415989887893-146  2.3458090491029710E-34  2.2094376101940140E-10  5.8200303605836525E-06
   3.5378722524572631-151  2.8935533678443553E-27  7.2960591964056336-113  1.0828872947559573E-72  3.0460857825973450E-07  1.0717274273940625E-06  9.6405276499165804-158  2.7126740173516444E-30  1.0258104462560326-163  3.6387060225754938E-32
   1.2699691105992517E-24  1.4521174010144249E-07  1.6509510038678666-148  6.3140509253943943E-33  5.5460902286244520-171  1.4533956370693830E-32  3.0959460487855865E-43  1.4235427299146067E-08  5.8692679690660427-136  3.6090667492444328E-36
   2.6548223953385329-175  4.9258044973705780E-35  1.3956401399389814E-50  1.4371158410212585E-09  3.7043539724085519-133  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.3521919396530666E-13  2.4331861437135352-129  1.0617687508854800E-12  2.8015876824677468E-30  0.0000000000000000E+00  1.1648054119518920E-54  4.2246621787286730-135
   1.8059323758310730E-14  5.4326245480463265E-92  1.0104171189967020E-13  9.3394767405187445-176  2.2735942838777959E-16  8.3770228667386366-191  4.5071231642800736E-31  8.9544692834783973E-02  1.4263055899641030E-02  2.6337353133883784-206
   3.1047022754600392E-19  1.3170070771268705-137  1.6400964020734389E-39  6.5652649250298213E-04  2.3511710578245546E-03  2.5101955966112687-157  1.4938490768417335E-21  3.0365962125081297-134  5.4952293914712116E-40  1.3323631006456104E-05
   2.2773557513654002E-04  1.9161415673589246-151  2.3677797280326428E-24  2.0923471312613635-144  4.5682521467634213E-34  2.5909839717495272E-10  6.6387525451888917E-06  1.0844213582992768-149  4.1150819678880829E-27  7.9128443681332998-112
   5.0308828664289163E-72  3.5283372474381587E-07  1.2362120270422517E-06  3.4011436565942641-156  3.8809545647561270E-30  3.0719026886779396-162  5.7985005731343252E-32  1.7243075124705919E-24  1.6929852416022140E-07  4.7265117670124223-147
   9.1169294746309035E-33  1.8486438409386018-169  2.1721196298655756E-32  5.7697155014664243E-43  1.6758432583027778E-08  1.2791205451441781-134  5.4440736151983373E-36  9.4580229958949968-174  7.5351642584535234E-35  2.9433150878935883E-50
   1.7063649887906212E-09  7.5354680576376253-132  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   1.5250167591217922E-13  4.8103370012449208-128  1.2166051281740120E-12  4.1324391542143182E-30  0.0000000000000000E+00  2.1950864670914848E-54  8.0078990257496233-134  2.5175273431932561E-14  4.8621096012032004E-91  1.3556031450569699E-13
   4.7924526647641070-174  2.9198225295120300E-16  5.3479092301082175-189  9.0297467051373737E-31  9.6127271603475881E-02  1.5430767521451607E-02  2.6434273031998950-204  4.0748950485524601E-19  2.6319813281000405-136  3.8808650380498714E-39
   7.3630642696151502E-04  2.6216080146015753E-03  8.9911026516686148-156  2.0165136886425999E-21  5.5372593907881967-133  1.2986574818092730E-39  1.5217926923681104E-05  2.5687922617568160E-04  6.0408820662799563-150  3.3121831150932155E-24
   4.6194190560243070-143  8.8505160248107121E-34  3.0368847754890613E-10  7.5686095779965209E-06  3.2238403410654682-148  5.8456027559789484E-27  8.4148576283817199-111  2.3065957589998873E-71  4.0850263134023704E-07  1.4251786747465315E-06
   1.1623919634765861-154  5.5452024137731039E-30  8.9357607445632382-161  9.2175772369376005E-32  2.3388708509077175E-24  1.9726801020979151E-07  1.3134372864536889-145  1.3147556088774638E-32  5.9804167597564558-168  3.2421035553120832E-32
   1.0717162306320812E-42  1.9716828039029904E-08  2.7127801364865690-133  8.2003556497144712E-36  3.2689628837014900-172  1.1511192540698928E-34  6.1806427050465420E-50  2.0247742954025669E-09  1.4927112973221217-130  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.7175997581542490E-13  9.2532409830324889-127  1.3933588677408215E-12
   6.0879533251842583E-30  0.0000000000000000E+00  4.1284326294012392E-54  1.4788413415238489-132  3.4987144660110892E-14  4.2653316471575557E-90  1.8136428246117038E-13  2.3720620989622012-172  3.7436141767167396E-16  3.2890566122657407-187
   1.7973680403537904E-30  1.0311526159157879E-01  1.6687410957456152E-02  2.5445248444828788-202  5.3431885542079074E-19  5.1259927375237395-135  9.1170090265853899E-39  8.2547205529450243E-04  2.9217956094363087E-03  3.1185827921813816-154
   2.7192545739893666E-21  9.8502309957876466-132  3.0471619449306322E-39  1.7373029663044896E-05  2.8960771602066685E-04  1.8465060126782999-148  4.6272777058434494E-24  9.9322854526826210-142  1.7059545246132178E-33  3.5577318126606249E-10
   8.6241156904212431E-06  9.2979803802270612-147  8.2944056507747922E-27  8.7761855840714859-110  1.0437978765651155E-70  4.7273421179165891E-07  1.6421541045063178E-06  3.8495374010286187-153  7.9128967905457088E-30  2.5255223848425134-159
   1.4616968711872357E-31  3.1693410810894026E-24  2.2972737898693486E-07  3.5436993826877125-144  1.8936461404699486E-32  1.8781793413863898-166  4.8329787915123111E-32  1.9841718278155919E-42  2.3183663102805401E-08  5.6001534597409642-132
   1.2334529743184625E-35  1.0964298489621101-170  1.7561502189763685E-34  1.2923422003152469E-49  2.4010790615670367E-09  2.8801364496976758-129  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.9319051653615310E-13  1.7323649017743938-125  1.5950363415153665E-12  8.9577787915141050E-30  0.0000000000000000E+00  7.7491955584623658E-54
   2.6613592794765543-131  4.8474474366042261E-14  3.6683431704148765E-89  2.4197442912302184E-13  1.1328461316274344-170  4.7920483856408224E-16  1.9493871315871315-185  3.5547582695732391E-30  1.1052801673445936E-01  1.8039477662744267E-02
   2.3499684848978349-200  6.9995990574477023E-19  9.7313600216751790-134  2.1265159504560390E-38  9.2509021701506439E-04  3.2548488650095092E-03  1.0477726333293299-152  3.6631432105910700E-21  1.7097684890229628-130  7.0993018958937026E-39
   1.9823636784606937E-05  3.2634331944220775E-04  5.4739418904929387-147  6.4561876579432255E-24  2.0802743217413105-140  3.2716413079724818E-33  4.1658161939673258E-10  9.8216023909408381E-06  2.6023299106222644-145  1.1755679831683888E-26
   8.9780914391097492-109  4.6626175997810583E-70  5.4681095766082931E-07  1.8911555824230201E-06  1.2357099344500219-151  1.1277016195874180E-29  6.9370907785969510-158  2.3123008979016912E-31  4.2904633033194220E-24  2.6737574213839318E-07
   9.2853689499986137-143  2.7240270163296768E-32  5.7277565271881633-165  7.1953076289105051E-32  3.6615283520621967E-42  2.7243883339314094E-08  1.1255715738872450-130  1.8526581612381392E-35  3.5696726678883033-169  2.6755831889373599E-34
   2.6908019645849308E-49  2.8455228438296086E-09  5.4140821334537894-128  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  2.1700586227695902E-13  3.1573297944791810-124  1.8250427597837893E-12  1.3164218911739789E-29  0.0000000000000000E+00  1.4516717074466803E-53  4.6683774556159589-130  6.6957218672615847E-14  3.0935158101498129E-88
   3.2195620249455100E-13  5.2219756608381106-169  6.1242740855320479E-16  1.1138145339659702-183  6.9858754896900377E-30  1.1838547896720693E-01  1.9493941943483067E-02  2.0830701716208345-198  9.1608421726119070E-19  1.8012269502403806-132
   4.9249837475328584E-38  1.0363446428094507E-03  3.6241912898372294E-03  3.4108893972999065-151  4.9296303399362544E-21  2.8964250797860732-129  1.6424107551885339E-38  2.2608895121264871E-05  3.6755572548025192E-04  1.5742333146196785-145
   8.9963687131277588E-24  4.2452381828058503-139  6.2428394453755964E-33  4.8753938135309252E-10  1.1179435639027613E-05  7.0698892612801263-144  1.6642480990462560E-26  9.0106287712681527-108  2.0561842509917719E-69  6.3220216257786532E-07
   2.1767565967608357E-06  3.8459105449438506-150  1.6050732647827863E-29  1.8523363223190647-156  3.6490924594885097E-31  5.8024730006530964E-24  3.1101758668805161E-07  2.3634748392199395-141  3.9136700470735853E-32  1.6966308119027264-163
   1.0698722271390679E-31  6.7350168246191298E-42  3.1996207177611229E-08  2.2031235067946197-129  2.7787684176494810E-35  1.1284102385760259-167  4.0709184628345459E-34  5.5790399608929562E-49  3.3701100525820907E-09  9.9177483403750258-127
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.4343569459210340E-13  5.6032826749525384-123
   2.0872332309848093E-12  1.9322226343780230E-29  0.0000000000000000E+00  2.7140827931788431E-53  7.9837995086498896-129  9.2208574895291075E-14  2.5584445922982231E-87  4.2721325577884240E-13  2.3241218677665858-167  7.8145246580210110E-16
   6.1371453648008408-182  1.3642539283452604E-29  1.2670818132810058E-01  2.1058300085616422E-02  1.7729698698541936-196  1.1978106986475065E-18  3.2513276994273568-131  1.1326300742397346E-37  1.1605482664959216E-03  4.0335835308863040E-03
   1.0761758731739670-149  6.6272342243777025E-21  4.7897767625004064-128  3.7732930128339232E-38  2.5772949032345616E-05  4.1376708206268618E-04  4.3931572057392323-144  1.2519876016861606E-23  8.4429280916156197-138  1.1853199785980896E-32
   5.7029911420262061E-10  1.2718257650621552E-05  1.8649028894154727-142  2.3534098234993375E-26  8.8734395885564679-107  8.9528850785114531E-69  7.3059034336273726E-07  2.5041609885608349E-06  1.1608548971574949-148  2.2815963583286375E-29
   4.8093619452303620-155  5.7449441463897975E-31  7.8396565629525340E-24  3.6157811335195704E-07  5.8455589481413687-140  5.6158906364672547E-32  4.8826754894033830-162  1.5887813206648919E-31  1.2348595416771254E-41  3.7555288813237729E-08
   4.2004985214085868-128  4.1619355055651484E-35  3.4642568118417671-166  6.1856478077764119E-34  1.1519239993164767E-48  3.9888994987548446E-09  1.7708378617230669-125  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.7272781464223233E-13  9.6853003643017182-122  2.3859701129282932E-12  2.8326185921142031E-29  0.0000000000000000E+00
   5.0643435988406330E-53  1.3314787470186926-127  1.2660333933485822E-13  2.0754719078962038E-86  5.6535877134280684E-13  9.9904001657119419-166  9.9558771850373033E-16  3.2622060881875675-180  2.6476397033624371E-29  1.3551725096702708E-01
   2.2740612925069729E-02  1.4495128044755184-194  1.5647050934387984E-18  5.7246328248659899-130  2.5866966040745482E-37  1.2991567795422035E-03  4.4871544927258178E-03  3.2918267609131451-148  8.9003866642888583E-21  7.7337344962467819-127
   8.6091097959753789E-38  2.9365553340406045E-05  4.6555754517882311E-04  1.1899844808898313-142  1.7401057596034620E-23  1.6367875935900912-136  2.2394663356850623E-32  6.6677572989337368E-10  1.4461255966631170E-05  4.7775906778884032-141
   3.3242031051019767E-26  8.5756498069363206-106  3.8493039003542989E-68  8.4390128385959950E-07  2.8792865589380092E-06  3.3991722948763440-147  3.2391227427112247E-29  1.2144736367504383-153  9.0230643781216015E-31  1.0581741891845318E-23
   4.2012072478497033E-07  1.4051963860538028-138  8.0485218323400930E-32  1.3655495403386136-160  2.3563922682879751E-31  2.2568795762817016E-41  4.4054209339299961E-08  7.8030046966419037-127  6.2248061623774393E-35  1.0331655235289761-164
   9.3863879147932657E-34  2.3685784908249876E-48  4.7183452988982894E-09  3.0826347107062112-124  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  3.0514916939480667E-13  1.6309348948874608-120  2.7261873992226181E-12  4.1475292566975159E-29  0.0000000000000000E+00  9.4312905526815270E-53  2.1659012638053706-126  1.7331239491553986E-13
   1.6517734115243250E-85  7.4618382477082770E-13  4.1490180130600510-164  1.2664942134904778E-15  1.6734104525842146-178  5.1066648627085874E-29  1.4483441216587301E-01  2.4549552157454690E-02  1.1387600990562998-192  2.0420637369845320E-18
   9.8338912272103065-129  5.8668333830053618E-37  1.4537835478223987E-03  4.9894351164858682E-03  9.7645166048256947-147  1.1941120739723413E-20  1.2194849289054677-125  1.9508372352278769E-37  3.3442758224967380E-05  5.2357137952353816E-04
   3.1295353016671283-141  2.4154343875292641E-23  3.0938374731783040-135  4.2104386292923330E-32  7.7918692050360069E-10  1.6434462678022338E-05  1.1890098597832985-139  4.6901783159964556E-26  8.1348936477474950-105  1.6344385785965343E-67
   9.7433818208776929E-07  3.3088593100465108E-06  9.6583771570363183-146  4.5926353722037795E-29  2.9835175975936994-152  1.4138275055184298E-30  1.4269039761509615E-23  4.8786695294183213E-07  3.2839426776373764-137  1.1520678933130927E-31
   3.7123294524055136-159  3.4904698278672866E-31  4.1116906858963569E-41  5.1647344106911317E-08  1.4126148815665408-125  9.2970543658191816E-35  2.9940414015887010-163  1.4224401802090386E-33  4.8502509383229208E-48  5.5776925142878626E-09
   5.2328952933920834-123  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.4098689916310165E-13
   2.6761913068033191-119  3.1134629687441708E-12  6.0654466156981316E-29  0.0000000000000000E+00  1.7529497328744855E-52  3.4373266910143951-125  2.3655689737843076E-13  1.2898883140365176E-84  9.8224651974273890E-13  1.6652653689967710-162
   1.6087717365191441E-15  8.2869778372023348-177  9.7893969374996363E-29  1.5468198949321180E-01  2.6494450707291745E-02  8.5999661329530560-191  2.6625608403209293E-18  1.6485018654279306-127  1.3215675690569051E-36  1.6262160212410736E-03
   5.5453950252659524E-03  2.8096059627857830-145  1.6004497133014298E-20  1.8783138024953226-124  4.3907102137333420E-37  3.8067674122074060E-05  5.8852366151671291E-04  7.9929747442153260-140  3.3485745577740984E-23  5.7030272080816289-134
   7.8777505432116667E-32  9.1009975853076185E-10  1.8667086987051029E-05  2.8754076144178883-138  6.6100430061549654E-26  7.5756086187583363-104  6.8544211450607714E-67  1.1244204428646333E-06  3.8005196108387808E-06  2.6637229544099058-144
   6.5034503302878840E-29  7.1320585525342041-151  2.2101395202299309E-30  1.9222551219589978E-23  5.6621915190099190E-07  7.4629803621704826-136  1.6470466091022828E-31  9.8126062676135939-158  5.1638616698378410E-31  7.4672881856546783E-41
   6.0513661057794669E-08  2.4928001820402206-124  1.3866137839619346E-34  8.4330380904934330-162  2.1527490236231747E-33  9.8915846549627193E-48  6.5894360052504573E-09  8.6643701789907737-122  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.8054940356202979E-13  4.2801379089932726-118  3.5540996190611762E-12  8.8595084035690187E-29
   0.0000000000000000E+00  3.2517762621301143E-52  5.3232608905699509-124  3.2193948527386173E-13  9.8854542366087517E-84  1.2896110092634638E-12  6.4614987060917712-161  2.0406901316320716E-15  3.9632441077496049-175  1.8652616087026622E-28
   1.6508291123183808E-01  2.8585357499855659E-02  6.2456692053992834-189  3.4683602045153119E-18  2.6973313575372095-126  2.9568453177064526E-36  1.8184337787415720E-03  6.1604822567674624E-03  7.8440563047825924-144  2.1428943810753873E-20
   2.8265384825610455-123  9.8157864665181518E-37  4.3311325531339602E-05  6.6120763989180927E-04  1.9830881428268210-138  4.6362940011542676E-23  1.0254444214282345-132  1.4668551670369042E-31  1.0624842694993661E-09  2.1191884596092006E-05
   6.7587040597788817-137  9.3053700565173787E-26  6.9268271531984265-103  2.8394672061145901E-66  1.2970277271937691E-06  4.3629417275476411E-06  7.1325519605892252-143  9.1975956805447407E-29  1.6594031815137577-149  3.4469149035319508E-30
   2.5870643611616431E-23  6.5678632420255146E-07  1.6496690597074050-134  2.3518031891240795E-31  2.5224897627253350-156  7.6299430297586225E-31  1.3519011611744422E-40  7.0860512419595722E-08  4.2889691497226625-123  2.0651795057926643E-34
   2.3091810181109123-160  3.2537061935689068E-33  2.0091179273891637E-47  7.7798522463577791E-09  1.3996011360704285-120  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  4.2416742264102501E-13  6.6736062127268402-117  4.0552159077636404E-12  1.2925028693673048E-28  0.0000000000000000E+00  6.0204253526728152E-52  8.0464744522911293-123
   4.3687456827514658E-13  7.4363265477826929E-83  1.6887720243552083E-12  2.4245407838828465-159  2.5851037914989732E-15  1.8311608498276093-173  3.5327567641459161E-28  1.7606071323524000E-01  3.0833097002965559E-02  4.3635602359400262-187
   4.5138197009550783E-18  4.3087733414849325-125  6.5712421952936403E-36  2.0326283641307757E-03  6.8406663188654553E-03  2.1254712722926283-142  2.8663046276432563E-20  4.1564865266522180-122  2.1798039102958744E-36  4.9253603569971059E-05
   7.4250281365865556E-04  4.7807330782333568-137  6.4110529381539352E-23  1.7989232243146201-131  2.7183180009541962E-31  1.2397749895758495E-09  2.4045567755419380E-05  1.5445041032976314-135  1.3085151218617191E-25  6.2197376582459593-102
   1.1620224060463892E-65  1.4954499473396985E-06  5.0059683237793385E-06  1.8547605471037289-141  1.2991363874758961E-28  3.7587517444509901-148  5.3633445877604452E-30  3.4784406460131349E-23  7.6141349551759850E-07  3.5477888735509516-133
   3.3540128883567540E-31  6.3079611362806132-155  1.1259666837494132E-30  2.4399199218436265E-40  8.2927990823903154E-08  7.1964648622847927-122  3.0715231467179959E-34  6.1487643757936937-159  4.9112322480240560E-33  4.0643905066613440E-47
   9.1796152933189382E-09  2.2061771235496746-119  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   4.7219512963357878E-13  1.0146746106237865-115  4.6248479396433478E-12  1.8833454728590009E-28  0.0000000000000000E+00  1.1124781305672925E-51  1.1874073916958709-121  5.9114568406539635E-13  5.4917595559408186E-82  2.2058083681234179E-12
   8.8004656431810120-158  3.2705964710226298E-15  8.1768298951700890-172  6.6512405716630455E-28  1.8763954338757993E-01  3.3249333931296525E-02  2.9338867825609460-185  5.8689515831170319E-18  6.7210991962308341-124  1.4506804635270345E-35
   2.2712250821661554E-03  7.5924848195977465E-03  5.5912198953365411-141  3.8300797748299022E-20  5.9740855343803637-121  4.8088023724123480E-36  5.5984328143813498E-05  8.3338379219663309E-04  1.1201566057800928-135  8.8539341221649855E-23
   3.0796486088093502-130  5.0137079298894206E-31  1.4459416634358211E-09  2.7269260171448600E-05  3.4323129497057077-134  1.8379803772266255E-25  5.4852922187078557-101  4.6984105665029041E-65  1.7234439836223755E-06  5.7407617178540448E-06
   4.6852495015544431-140  1.8326791619887360E-28  8.2907364651345655-147  8.3261017472896696E-30  4.6724465789189506E-23  8.8221510487032990E-07  7.4251072125075761-132  4.7774762583774857E-31  1.5348628214552262-153  1.6595444735912109E-30
   4.3899925678884035E-40  9.6993930727551313E-08  1.1778350944164506-120  4.5618920778054937E-34  1.5925056906414801-157  7.4034043614816313E-33  8.1893289161620604E-47  1.0824509742906429E-08  3.3942268041886028-118  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  5.2501123144235393E-13  1.5047234177163842-114  5.2720633637222070E-12
   2.7409845161784400E-28  0.0000000000000000E+00  2.0517102471376370E-51  1.7110176783798694-120  7.9762534147264449E-13  3.9822566748188042E-81  2.8738182462641254E-12  3.0909644914907514-156  4.1329162186643630E-15  3.5301211695307023-170
   1.2448903498265919E-27  1.9984416686145173E-01  3.5846643532110915E-02  1.8990890093558113-183  7.6238456218562095E-18  1.0239676612040248-122  3.1814640553042303E-35  2.5369069395576511E-03  8.4230939396685283E-03  1.4282728212511829-139
   5.1127933033178232E-20  8.3941772037995507-120  1.0539222162555546E-35  6.3604431737360580E-05  9.3493000754723697E-04  2.5515647630886060-134  1.2212170554382989E-22  5.1460155806948132-129  9.2040954708861444E-31  1.6855703996027175E-09
   3.0909001379672111E-05  7.4193593987453368-133  2.5788216668739993E-25  4.7521038043921898-100  1.8771244184337720E-64  1.9852979966759799E-06  6.5799738873463758E-06  1.1499884214291616-138  2.5820860436443988E-28  1.7811579062724006-145
   1.2896003869945057E-29  6.2702910218110727E-23  1.0216129363199500E-06  1.5126496260467233-130  6.7967890813339310E-31  3.6347665350942526-152  2.4429406438249917E-30  7.8744182759594501E-40  1.1337964713484478E-07  1.8808147843405418-119
   6.7660153760891739E-34  4.0127651619689279-156  1.1145587838971854E-32  1.6435254242916008E-46  1.2756255410924340E-08  5.0980072155841168-117  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  5.8302007266101446E-13  2.1769556618406910-113  6.0070889834522182E-12  3.9843988695598107E-28  0.0000000000000000E+00  3.7766197078693413E-51
   2.4080385313071517-119  1.0732020337057105E-12  2.8358585315098164E-80  3.7347005792337694E-12  1.0508135257525043-154  5.2167763831847674E-15  1.4740267063699743-168  2.3164529863502136E-27  2.1269997238875116E-01  3.8638587898693552E-02
   1.1838718578140325-181  9.8943175597214279E-18  1.5239916540111985-121  6.9316810080701963E-35  2.8326409320307750E-03  9.3403230330884671E-03  3.5439243307744281-138  6.8182768587868406E-20  1.1532772273007710-118  2.2948644792906981E-35
   7.2227278067255079E-05  1.0483363546725686E-03  5.6518270317274656-133  1.6822874503672294E-22  8.3948884362407576-128  1.6818370951707106E-30  1.9639567844204280E-09  3.5016305624503900E-05  1.5604009135126689-131  3.6142762835902752E-25
   4.0448121599896088E-99  7.4111768138680203E-64  2.2859043184646075E-06  7.5379374346315820E-06  2.7433608902860468-137  3.6333635886939509E-28  3.7279729477214699-144  1.9928863155013983E-29  8.4065127571366018E-23  1.1823791836844963E-06
   3.0003385969652060-129  9.6578815793156529E-31  8.3794275393661332-151  3.5916925038219478E-30  1.4081486020707628E-39  1.3245651619484680E-07  2.9308946162853503-118  1.0021188671569809E-33  9.8396914186838759-155  1.6757400184400562E-32
   3.2854283518092374E-46  1.5023460601485960E-08  7.4767521861978303-116  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  6.4665273861936565E-13  3.0732928287875670-112  6.8414535373059293E-12  5.7849577079548939E-28  0.0000000000000000E+00  6.9383403487558726E-51  3.3106955762284536-118  1.4399706314211486E-12  1.9835804344778396E-79
   4.8413599058438172E-12  3.4588396812516616-153  6.5781193393725856E-15  5.9552295274990746-167  4.2855255107108458E-27  2.2623297978202472E-01  4.1639798786101946E-02  7.1101356230336844-180  1.2829115442392807E-17  2.2162545900588383-120
   1.5004844348600420E-34  3.1617068964730878E-03  1.0352733659990503E-02  8.5435964075259268-137  9.0836008481105262E-20  1.5496179556415551-117  4.9648586137845817E-35  8.1980130206828756E-05  1.1749248415478186E-03  1.2176860758825597-131
   2.3145119727007802E-22  1.3372860890440748-126  3.0590369815171641E-30  2.2872126646067469E-09  3.9648780763992952E-05  3.1937710851018280-130  5.0599037880724630E-25  3.3830180175676283E-98  2.8918734018224443E-63  2.6308420281000768E-06
   8.6308799747293083E-06  6.3622828966355105-136  5.1062513970814952E-28  7.6033389368861045-143  3.0727715543665362E-29  1.1259784916456277E-22  1.3676853133332039E-06  5.7956638859247092-128  1.3706739649392335E-30  1.8809904066420250-149
   5.2741094542697185E-30  2.5105135381969747E-39  1.5465351646479561E-07  4.4580250399692566-117  1.4821948578727332E-33  2.3485435198733193-153  2.5161938427789030E-32  6.5419492188960686E-46  1.7682723289031032E-08  1.0709556113687737-114
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.1636815263217317E-13  4.2346477542811103-111
   7.7881473769072691E-12  8.3891939554528935E-28  0.0000000000000000E+00  1.2722588681127611E-50  4.4474778669864611-117  1.9267566599526325E-12  1.3630030117956028E-78  6.2604285229844910E-12  1.1026483373306821-151  8.2869660712934153E-15
   2.3288240060308501-165  7.8830990506171625E-27  2.4046984896735979E-01  4.4866067433200055E-02  4.1154741342602343-178  1.6619104739336614E-17  3.1498284047909503-119  3.2272355220099817E-34  3.5277291665628671E-03  1.1469683375058078E-02
   2.0016738902459911-135  1.2089532149827256E-19  2.0367445743589363-116  1.0672898163929219E-34  9.3005784283905758E-05  1.3161573374902242E-03  2.5524357616445622-130  3.1803260636176229E-22  2.0806073102507704-125  5.5386079026877432E-30
   2.6623885452085562E-09  4.4870813233954491E-05  6.3632023896890534-129  7.0759590912401470E-25  2.7808040763082356E-97  1.1153596085480384E-62  3.0264704560002602E-06  9.8771646802119148E-06  1.4348099185071784-134  7.1672409994402150E-28
   1.5114596548282469-141  4.7272089460588682E-29  1.5067165720399263E-22  1.5811574721570652E-06  1.0905380961619946-126  1.9429518095658322E-30  4.1124042528798100-148  7.7350731240570797E-30  4.4624093214738886E-39  1.8046586569223951E-07
   6.6201457544271468-116  2.1892365283203663E-33  5.4575611757801359-152  3.7732620995936358E-32  1.2975794575409871E-45  2.0799902322561425E-08  1.4985389616489875-113  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.9265416233470801E-13  5.6962136328370790-110  8.8618009573780260E-12  1.2151347944230364E-27  0.0000000000000000E+00
