   1.7063743905604673E-59  0.0000000000000000E+00  1.2792934063639658-153  0.0000000000000000E+00  6.8985103521014669-162  0.0000000000000000E+00  1.8200540386289072E-63  0.0000000000000000E+00  5.7105039436243190-172  0.0000000000000000E+00
   8.9540203393524167-172  0.0000000000000000E+00  1.6287682322364043E-67  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  5.3740446544973938E-78  0.0000000000000000E+00  1.2756025061404843E-58  2.3656577008508099-155  0.0000000000000000E+00  1.8845275713307241-257  0.0000000000000000E+00  1.2534621785772230E-75
   0.0000000000000000E+00  3.5280498777710824E-89  0.0000000000000000E+00  9.9265322456293454-280  0.0000000000000000E+00  0.0000000000000000E+00  1.5443488657681440E-41  1.1084711036655472E-40  0.0000000000000000E+00  4.1037923571183018-109
   0.0000000000000000E+00  0.0000000000000000E+00  2.4947063831582682E-41  4.5725746040876149E-42  0.0000000000000000E+00  4.9018804758259892-120  0.0000000000000000E+00  0.0000000000000000E+00  1.2046323831113817E-50  9.5835492220881620E-47
   0.0000000000000000E+00  6.3530193914134726-139  0.0000000000000000E+00  0.0000000000000000E+00  1.1379506356847786E-61  1.1840867258712963E-51  0.0000000000000000E+00  1.5244576508231603-140  0.0000000000000000E+00  0.0000000000000000E+00
   1.7315171440144739E-54  6.4170009100416839E-55  0.0000000000000000E+00  1.3320453406238533-149  0.0000000000000000E+00  0.0000000000000000E+00  3.1174935743928916-123  2.9264992798832359E-59  0.0000000000000000E+00  4.4361944526865710-153
   0.0000000000000000E+00  2.5984726012164489-161  0.0000000000000000E+00  3.2164541373310391E-63  0.0000000000000000E+00  2.3169413638195750-171  0.0000000000000000E+00  3.6382252850242904-171  0.0000000000000000E+00  2.9718259278621531E-67
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  9.3976292120296478E-78
   0.0000000000000000E+00  2.0630655484480285E-58  8.5312676940462128-155  0.0000000000000000E+00  1.5019074121117438-256  0.0000000000000000E+00  2.2903391979926713E-75  0.0000000000000000E+00  7.1787239435494700E-89  0.0000000000000000E+00
   3.0762203779387287-277  0.0000000000000000E+00  0.0000000000000000E+00  2.1985177143546801E-41  1.5731802327506134E-40  0.0000000000000000E+00  1.0374405544889808-108  0.0000000000000000E+00  0.0000000000000000E+00  3.6714457563326488E-41
   6.8677467652596786E-42  0.0000000000000000E+00  1.3519250174113179-119  0.0000000000000000E+00  0.0000000000000000E+00  1.9246017597820969E-50  1.4942358648167736E-46  0.0000000000000000E+00  2.0880232410241994-138  0.0000000000000000E+00
   0.0000000000000000E+00  1.9307815192990129E-61  1.9107670938924675E-51  0.0000000000000000E+00  4.8836280497527586-140  0.0000000000000000E+00  0.0000000000000000E+00  2.8173187769940222E-54  1.0601494931278629E-54  0.0000000000000000E+00
   4.5838661496797779-149  0.0000000000000000E+00  0.0000000000000000E+00  8.5995997436420400-123  5.0106344007845910E-59  0.0000000000000000E+00  1.5324359424498462-152  0.0000000000000000E+00  9.7477873526816161-161  0.0000000000000000E+00
   5.6741515329376102E-63  0.0000000000000000E+00  9.3600018160681268-171  0.0000000000000000E+00  1.4719235467481992-170  0.0000000000000000E+00  5.4122126524284247E-67  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.6405466146639317E-77  0.0000000000000000E+00  3.3315698600464052E-58  3.0644908540245793-154
   0.0000000000000000E+00  1.1893555110103360-255  0.0000000000000000E+00  4.1771272968627772E-75  0.0000000000000000E+00  1.4574942413341552E-88  0.0000000000000000E+00  9.0436278429949410-275  0.0000000000000000E+00  0.0000000000000000E+00
   3.1264189810678645E-41  2.2302744213396036E-40  0.0000000000000000E+00  2.6151366204077420-108  0.0000000000000000E+00  0.0000000000000000E+00  5.3967477188407699E-41  1.0301795412408542E-41  0.0000000000000000E+00  3.7168966051048273-119
   0.0000000000000000E+00  0.0000000000000000E+00  3.0703798248912665E-50  2.3265229964940858E-46  0.0000000000000000E+00  6.8373370886440247-138  0.0000000000000000E+00  0.0000000000000000E+00  3.2706243338782507E-61  3.0788014506724639E-51
   0.0000000000000000E+00  1.5588718087874698-139  0.0000000000000000E+00  0.0000000000000000E+00  4.5770886909489669E-54  1.7487278306581694E-54  0.0000000000000000E+00  1.5713861033389333-148  0.0000000000000000E+00  0.0000000000000000E+00
   2.3647767952323531-122  8.5646461117236418E-59  0.0000000000000000E+00  5.2733975268114691-152  0.0000000000000000E+00  3.6418702391180895-160  0.0000000000000000E+00  9.9921126348009348E-63  0.0000000000000000E+00  3.7649813117100558-170
   0.0000000000000000E+00  5.9294008922274444-170  0.0000000000000000E+00  9.8382127960101470E-67  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.8590018564362194E-77  0.0000000000000000E+00  5.3718647067392428E-58  1.0964565869368941-153  0.0000000000000000E+00  9.3587226053159153-255  0.0000000000000000E+00
   7.6040932320453091E-75  0.0000000000000000E+00  2.9526803052456730E-88  0.0000000000000000E+00  2.5233829810842431-272  0.0000000000000000E+00  0.0000000000000000E+00  4.4411814656184889E-41  3.1583866717525925E-40  0.0000000000000000E+00
   6.5732879923803500-108  0.0000000000000000E+00  0.0000000000000000E+00  7.9232989341878672E-41  1.5433286292517492E-41  0.0000000000000000E+00  1.0187098349975008-118  0.0000000000000000E+00  0.0000000000000000E+00  4.8911404818693212E-50
   3.6173687310076244E-46  0.0000000000000000E+00  2.2306940931529651-137  0.0000000000000000E+00  0.0000000000000000E+00  5.5311851482434889E-61  4.9534440496698607E-51  0.0000000000000000E+00  4.9581950506074653-139  0.0000000000000000E+00
   0.0000000000000000E+00  7.4248694671718564E-54  2.8800464995762334E-54  0.0000000000000000E+00  5.3663252517327888-148  0.0000000000000000E+00  0.0000000000000000E+00  6.4825440842259392-122  1.4615065007790524E-58  0.0000000000000000E+00
   1.8077575653107984-151  0.0000000000000000E+00  1.3551233301723165-159  0.0000000000000000E+00  1.7565028871312136E-62  0.0000000000000000E+00  1.5079308269210763-169  0.0000000000000000E+00  2.3783293605713916-169  0.0000000000000000E+00
   1.7850480299220171E-66  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   4.9739136906081443E-77  0.0000000000000000E+00  8.6485530790379995E-58  3.9076723649295385-153  0.0000000000000000E+00  7.3175598726875676-254  0.0000000000000000E+00  1.3816926610121122E-74  0.0000000000000000E+00  5.9686884510462954E-88
   0.0000000000000000E+00  6.6856999515220035-270  0.0000000000000000E+00  0.0000000000000000E+00  6.3021024850895059E-41  4.4678739739130841E-40  0.0000000000000000E+00  1.6475243458058050-107  0.0000000000000000E+00  0.0000000000000000E+00
   1.1618778906859627E-40  2.3091514204445409E-41  0.0000000000000000E+00  2.7833434745303511-118  0.0000000000000000E+00  0.0000000000000000E+00  7.7803099553521817E-50  5.6166487333389602E-46  0.0000000000000000E+00  7.2510222254512549-137
   0.0000000000000000E+00  0.0000000000000000E+00  9.3389469012056574E-61  7.9576795750139638E-51  0.0000000000000000E+00  1.5714007278641035-138  0.0000000000000000E+00  0.0000000000000000E+00  1.2026423177679504E-53  4.7358833940829622E-54
   0.0000000000000000E+00  1.8256570758988485-147  0.0000000000000000E+00  0.0000000000000000E+00  1.7715293706834724-121  2.4898254605097064E-58  0.0000000000000000E+00  6.1735704981562196-151  0.0000000000000000E+00  5.0219745837945779-159
   0.0000000000000000E+00  3.0823212120414492E-62  0.0000000000000000E+00  6.0136396538163431-169  0.0000000000000000E+00  9.4989260996674259-169  0.0000000000000000E+00  3.2327966441659329E-66  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  8.6385796758249314E-77  0.0000000000000000E+00  1.3902922076773790E-57
   1.3872146332138443-152  0.0000000000000000E+00  5.6855077958292933-253  0.0000000000000000E+00  2.5059490311752454E-74  0.0000000000000000E+00  1.2039188287410806E-87  0.0000000000000000E+00  1.6828286120658407-267  0.0000000000000000E+00
   0.0000000000000000E+00  8.9332497212520437E-41  6.3134478407644866E-40  0.0000000000000000E+00  4.1176146354838923-107  0.0000000000000000E+00  0.0000000000000000E+00  1.7017550452913485E-40  3.4506155785081684E-41  0.0000000000000000E+00
   7.5811226333150858-118  0.0000000000000000E+00  0.0000000000000000E+00  1.2358174008165369E-49  8.7088861089138081E-46  0.0000000000000000E+00  2.3483859024794262-136  0.0000000000000000E+00  0.0000000000000000E+00  1.5742436951242889E-60
   1.2765010906624671E-50  0.0000000000000000E+00  4.9625531765371547-138  0.0000000000000000E+00  0.0000000000000000E+00  1.9450658269297475E-53  7.7755080546985627E-54  0.0000000000000000E+00  6.1874906872144820-147  0.0000000000000000E+00
   0.0000000000000000E+00  4.8261734339045108-121  4.2346358939330046E-58  0.0000000000000000E+00  2.1003139686301951-150  0.0000000000000000E+00  1.8536038195332665-158  0.0000000000000000E+00  5.3994151275919069E-62  0.0000000000000000E+00
   2.3880116134202483-168  0.0000000000000000E+00  3.7776701904133974-168  0.0000000000000000E+00  5.8439177891327215E-66  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.4977836004152482E-76  0.0000000000000000E+00  2.2315928325453097E-57  4.9053861679838275-152  0.0000000000000000E+00  4.3896906378062641-252
   0.0000000000000000E+00  4.5366183330191252E-74  0.0000000000000000E+00  2.4231160611846748E-87  0.0000000000000000E+00  4.0259313517942719-265  0.0000000000000000E+00  0.0000000000000000E+00  1.2649461016834461E-40  8.9117662391034289E-40
   0.0000000000000000E+00  1.0261905160956023-106  0.0000000000000000E+00  0.0000000000000000E+00  2.4895296685620278E-40  5.1498261138525092E-41  0.0000000000000000E+00  2.0585184880168993-117  0.0000000000000000E+00  0.0000000000000000E+00
   1.9601272538702534E-49  1.3484989931573934E-45  0.0000000000000000E+00  7.5780157379812472-136  0.0000000000000000E+00  0.0000000000000000E+00  2.6493694720852155E-60  2.0446238994110239E-50  0.0000000000000000E+00  1.5616474860131924-137
   0.0000000000000000E+00  0.0000000000000000E+00  3.1411182359836778E-53  1.2746321499600716E-53  0.0000000000000000E+00  2.0891424199180833-146  0.0000000000000000E+00  0.0000000000000000E+00  1.3107301948126257-120  7.1902576335754483E-58
   0.0000000000000000E+00  7.1185023998887518-150  0.0000000000000000E+00  6.8141455383294157-158  0.0000000000000000E+00  9.4418620165910301E-62  0.0000000000000000E+00  9.4424385779510042-168  0.0000000000000000E+00  1.4959816287585227-167
   0.0000000000000000E+00  1.0544584613480366E-65  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  2.5925119146438676E-76  0.0000000000000000E+00  3.5766138026845230E-57  1.7278735544201063-151  0.0000000000000000E+00  3.3679732963318853-251  0.0000000000000000E+00  8.1977361312857073E-74  0.0000000000000000E+00
   4.8664563346459021E-87  0.0000000000000000E+00  9.1585901044522023-263  0.0000000000000000E+00  0.0000000000000000E+00  1.7892645576805246E-40  1.2565909237278850E-39  0.0000000000000000E+00  2.5502484088370979-106  0.0000000000000000E+00
   0.0000000000000000E+00  3.6376662274768792E-40  7.6761246730759977E-41  0.0000000000000000E+00  5.5723021415614409-117  0.0000000000000000E+00  0.0000000000000000E+00  3.1044787119790806E-49  2.0851778797196752E-45  0.0000000000000000E+00
   2.4364759934469916-135  0.0000000000000000E+00  0.0000000000000000E+00  4.4515551388128035E-60  3.2701307207773474E-50  0.0000000000000000E+00  4.8969442797260045-137  0.0000000000000000E+00  0.0000000000000000E+00  5.0651045104047875E-53
   2.0862738627090952E-53  0.0000000000000000E+00  7.0272378269324762-146  0.0000000000000000E+00  0.0000000000000000E+00  3.5488170024625439-120  1.2188667145492369E-57  0.0000000000000000E+00  2.4035583115904263-149  0.0000000000000000E+00
   2.4949585174074828-157  0.0000000000000000E+00  1.6482116845078115E-61  0.0000000000000000E+00  3.7178018000121050-167  0.0000000000000000E+00  5.8991145185117757-167  0.0000000000000000E+00  1.8991398669485404E-65  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  4.4798114864612339E-76  0.0000000000000000E+00
   5.7237326371512912E-57  6.0626863926404351-151  0.0000000000000000E+00  2.5679218208192528-250  0.0000000000000000E+00  1.4786308247134339E-73  0.0000000000000000E+00  9.7524994286988122E-87  0.0000000000000000E+00  1.9821070740452900-260
   0.0000000000000000E+00  0.0000000000000000E+00  2.5282414291398371E-40  1.7699395162526173E-39  0.0000000000000000E+00  6.3199392560167731-106  0.0000000000000000E+00  0.0000000000000000E+00  5.3090308564592588E-40  1.1427377792432547E-40
   0.0000000000000000E+00  1.5037556343258037-116  0.0000000000000000E+00  0.0000000000000000E+00  4.9098639742786767E-49  3.2198960559392477E-45  0.0000000000000000E+00  7.8053815290056066-135  0.0000000000000000E+00  0.0000000000000000E+00
   7.4676129401020892E-60  5.2224965733040162E-50  0.0000000000000000E+00  1.5301582238646109-136  0.0000000000000000E+00  0.0000000000000000E+00  8.1554638254553075E-53  3.4094957475970670E-53  0.0000000000000000E+00  2.3548830047903811-145
   0.0000000000000000E+00  0.0000000000000000E+00  9.5789504012903064-120  2.0627830074626309E-57  0.0000000000000000E+00  8.0851353026993104-149  0.0000000000000000E+00  9.0986722656799914-157  0.0000000000000000E+00  2.8722023417459836E-61
   0.0000000000000000E+00  1.4576331687360328-166  0.0000000000000000E+00  2.3163883780893458-166  0.0000000000000000E+00  3.4141998798890711E-65  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  7.7280215550638927E-76  0.0000000000000000E+00  9.1461602006412742E-57  2.1190333928944131-150  0.0000000000000000E+00
   1.9457262016624198-249  0.0000000000000000E+00  2.6621476836983595E-73  0.0000000000000000E+00  1.9502325386955270E-86  0.0000000000000000E+00  4.0828220066294277-258  0.0000000000000000E+00  0.0000000000000000E+00  3.5686620557525221E-40
   2.4903405182338054E-39  0.0000000000000000E+00  1.5617912337928016-105  0.0000000000000000E+00  0.0000000000000000E+00  7.7392002327474100E-40  1.6990568089452001E-40  0.0000000000000000E+00  4.0456348598962239-116  0.0000000000000000E+00
   0.0000000000000000E+00  7.7540479336871098E-49  4.9653360094306786E-45  0.0000000000000000E+00  2.4914734145227441-134  0.0000000000000000E+00  0.0000000000000000E+00  1.2507047452690649E-59  8.3282644820781140E-50  0.0000000000000000E+00
   4.7645427307302525-136  0.0000000000000000E+00  0.0000000000000000E+00  1.3111942164641784E-52  5.5634399071596483E-53  0.0000000000000000E+00  7.8618915100595678-145  0.0000000000000000E+00  0.0000000000000000E+00  2.5776286284557574-119
   3.4852874561512817E-57  0.0000000000000000E+00  2.7095146187599577-148  0.0000000000000000E+00  3.3049188583855850-156  0.0000000000000000E+00  4.9965020210336313E-61  0.0000000000000000E+00  5.6908323361327456-166  0.0000000000000000E+00
   9.0574413585716599-166  0.0000000000000000E+00  6.1267176485042735E-65  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  1.3309104400682261E-75  0.0000000000000000E+00  1.4593263041916217E-56  7.3779412392551406-150  0.0000000000000000E+00  1.4651319547091934-248  0.0000000000000000E+00  4.7842463456557534E-73
   0.0000000000000000E+00  3.8915901014068667E-86  0.0000000000000000E+00  8.0080250424335394-256  0.0000000000000000E+00  0.0000000000000000E+00  5.0319537763456393E-40  3.5002274695836087E-39  0.0000000000000000E+00  3.8487210190646155-105
   0.0000000000000000E+00  0.0000000000000000E+00  1.1268520951937471E-39  2.5230601000388110E-40  0.0000000000000000E+00  1.0850930158293033-115  0.0000000000000000E+00  0.0000000000000000E+00  1.2228343646177149E-48  7.6465452622942899E-45
   0.0000000000000000E+00  7.9241600745278510-134  0.0000000000000000E+00  0.0000000000000000E+00  2.0913796936283130E-59  1.3261604378124926E-49  0.0000000000000000E+00  1.4783745897806627-135  0.0000000000000000E+00  0.0000000000000000E+00
   2.1049678082870589E-52  9.0642751620484079E-53  0.0000000000000000E+00  2.6149459589382137-144  0.0000000000000000E+00  0.0000000000000000E+00  6.9150439245420949-119  5.8791366179261071E-57  0.0000000000000000E+00  9.0463261491448614-148
   0.0000000000000000E+00  1.1956855154410615-155  0.0000000000000000E+00  8.6769755942080738E-61  0.0000000000000000E+00  2.2124550530492235-165  0.0000000000000000E+00  3.5267517531187555-165  0.0000000000000000E+00  1.0974282290848576E-64
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  2.2882505085349818E-75
   0.0000000000000000E+00  2.3249955215085250E-56  2.5589535716233896-149  0.0000000000000000E+00  1.0964153931029130-247  0.0000000000000000E+00  8.5823525020208204E-73  0.0000000000000000E+00  7.7489144426265050E-86  0.0000000000000000E+00
   1.4962943216950411-253  0.0000000000000000E+00  0.0000000000000000E+00  7.0878357300616603E-40  4.9144220005117599E-39  0.0000000000000000E+00  9.4579488556213145-105  0.0000000000000000E+00  0.0000000000000000E+00  1.6388126688771472E-39
   3.7420303000119817E-40  0.0000000000000000E+00  2.9014973403061164-115  0.0000000000000000E+00  0.0000000000000000E+00  1.9257007557054348E-48  1.1759625468345578E-44  0.0000000000000000E+00  2.5112491910279601-133  0.0000000000000000E+00
   0.0000000000000000E+00  3.4915494459422014E-59  2.1086512340109367E-49  0.0000000000000000E+00  4.5712059244118271-135  0.0000000000000000E+00  0.0000000000000000E+00  3.3743173906090411E-52  1.4745557728856854E-52  0.0000000000000000E+00
   8.6652534038128983-144  0.0000000000000000E+00  0.0000000000000000E+00  1.8494635362335827-118  9.9010338802381463E-57  0.0000000000000000E+00  3.0090850620514537-147  0.0000000000000000E+00  4.3087550751217146-155  0.0000000000000000E+00
   1.5042645857625028E-60  0.0000000000000000E+00  8.5654424407544658-165  0.0000000000000000E+00  1.3674927826806227-164  0.0000000000000000E+00  1.9621677112623712E-64  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.9276685691070802E-75  0.0000000000000000E+00  3.6987066660682255E-56  8.8414715963521890-149
   0.0000000000000000E+00  8.1542709818812891-247  0.0000000000000000E+00  1.5367846185968520E-72  0.0000000000000000E+00  1.5396803712574820E-85  0.0000000000000000E+00  2.6645781638057899-251  0.0000000000000000E+00  0.0000000000000000E+00
   9.9732765389614093E-40  6.8926889789614627E-39  0.0000000000000000E+00  2.3177589274373889-104  0.0000000000000000E+00  0.0000000000000000E+00  2.3805912304637634E-39  5.5430479353125615E-40  0.0000000000000000E+00  7.7349293153875691-115
   0.0000000000000000E+00  0.0000000000000000E+00  3.0282648313368773E-48  1.8060721391257619E-44  0.0000000000000000E+00  7.9299541668587139-133  0.0000000000000000E+00  0.0000000000000000E+00  5.8198641838904484E-59  3.3479770745451703E-49
   0.0000000000000000E+00  1.4085256421378865-134  0.0000000000000000E+00  0.0000000000000000E+00  5.4012017302148020E-52  2.3951337820862158E-52  0.0000000000000000E+00  2.8608006589584829-143  0.0000000000000000E+00  0.0000000000000000E+00
   4.9314755437092905-118  1.6647220556868610E-56  0.0000000000000000E+00  9.9720189954337766-147  0.0000000000000000E+00  1.5465735883271713-154  0.0000000000000000E+00  2.6033700245484670E-60  0.0000000000000000E+00  3.3022303702262995-164
   0.0000000000000000E+00  5.2803359617813948-164  0.0000000000000000E+00  3.5019524908903788E-64  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  6.7304627439564601E-75  0.0000000000000000E+00  5.8754031092759362E-56  3.0431736722818849-148  0.0000000000000000E+00  6.0271919572665261-246  0.0000000000000000E+00
   2.7468561345862338E-72  0.0000000000000000E+00  3.0528049088292495E-85  0.0000000000000000E+00  4.5242975889585157-249  0.0000000000000000E+00  0.0000000000000000E+00  1.4018796390583703E-39  9.6570923711681571E-39  0.0000000000000000E+00
   5.6641404965417395-104  0.0000000000000000E+00  0.0000000000000000E+00  3.4541009028256360E-39  8.2007432699557026E-40  0.0000000000000000E+00  2.0557652176913465-114  0.0000000000000000E+00  0.0000000000000000E+00  4.7553737839970748E-48
   2.7700769758040156E-44  0.0000000000000000E+00  2.4951722841848362-132  0.0000000000000000E+00  0.0000000000000000E+00  9.6854312401014103E-59  5.3080026647800420E-49  0.0000000000000000E+00  4.3250490002199157-134  0.0000000000000000E+00
   0.0000000000000000E+00  8.6329815766011140E-52  3.8845507375621461E-52  0.0000000000000000E+00  9.4099343482368472-143  0.0000000000000000E+00  0.0000000000000000E+00  1.3109686572862957-117  2.7944687258105937E-56  0.0000000000000000E+00
   3.2924792897337555-146  0.0000000000000000E+00  5.5294070842512411-154  0.0000000000000000E+00  4.4978569804686577E-60  0.0000000000000000E+00  1.2678056458720517-163  0.0000000000000000E+00  2.0304391554680592-163  0.0000000000000000E+00
   6.2387974562113205E-64  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   1.1514262628312950E-74  0.0000000000000000E+00  9.3193881665666483E-56  1.0434557420369476-147  0.0000000000000000E+00  4.4276469663635259-245  0.0000000000000000E+00  4.9009184664460763E-72  0.0000000000000000E+00  6.0401695669605343E-85
   0.0000000000000000E+00  7.3278201111977319-247  0.0000000000000000E+00  0.0000000000000000E+00  1.9684920809737261E-39  1.3515962005357742E-38  0.0000000000000000E+00  1.3803775760691633-103  0.0000000000000000E+00  0.0000000000000000E+00
   5.0058915146240924E-39  1.2117768661083847E-39  0.0000000000000000E+00  5.4472547444672141-114  0.0000000000000000E+00  0.0000000000000000E+00  7.4569817795446971E-48  4.2429262465529098E-44  0.0000000000000000E+00  7.8231934978239605-132
   0.0000000000000000E+00  0.0000000000000000E+00  1.6093060497283115E-58  8.4033532389767515E-49  0.0000000000000000E+00  1.3234703688052155-133  0.0000000000000000E+00  0.0000000000000000E+00  1.3778410646304373E-51  6.2906607307847460E-52
   0.0000000000000000E+00  3.0837781562676657-142  0.0000000000000000E+00  0.0000000000000000E+00  3.4745300328061994-117  4.6833351815088397E-56  0.0000000000000000E+00  1.0830767348253153-145  0.0000000000000000E+00  1.9691598424933533-153
   0.0000000000000000E+00  7.7577487408719317E-60  0.0000000000000000E+00  4.8472034949356228-163  0.0000000000000000E+00  7.7752766506275611-163  0.0000000000000000E+00  1.1094568361193790E-63  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  1.9665760089095701E-74  0.0000000000000000E+00  1.4760498521373761E-55
   3.5642774859812895-147  0.0000000000000000E+00  3.2327134645446355-244  0.0000000000000000E+00  8.7285095315822241E-72  0.0000000000000000E+00  1.1925693225731720E-84  0.0000000000000000E+00  1.1326280413823955-244  0.0000000000000000E+00
   0.0000000000000000E+00  2.7612651872258348E-39  1.8896954340685654E-38  0.0000000000000000E+00  3.3547762237909611-103  0.0000000000000000E+00  0.0000000000000000E+00  7.2464552254482340E-39  1.7883748912786060E-39  0.0000000000000000E+00
   1.4390400088612789-113  0.0000000000000000E+00  0.0000000000000000E+00  1.1676991858021308E-47  6.4901955466565869E-44  0.0000000000000000E+00  2.4441392562844354-131  0.0000000000000000E+00  0.0000000000000000E+00  2.6697709174332612E-58
   1.3284610543338713E-48  0.0000000000000000E+00  4.0358863424333072-133  0.0000000000000000E+00  0.0000000000000000E+00  2.1958732504668440E-51  1.0171808112577977E-51  0.0000000000000000E+00  1.0068900667514293-141  0.0000000000000000E+00
   0.0000000000000000E+00  9.1810462859667418-117  7.8363138724093630E-56  0.0000000000000000E+00  3.5497396813130576-145  0.0000000000000000E+00  6.9852672634474344-153  0.0000000000000000E+00  1.3357597356032943E-59  0.0000000000000000E+00
   1.8455617151545378-162  0.0000000000000000E+00  2.9651364576115765-162  0.0000000000000000E+00  1.9694329107692419E-63  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  3.3532892770756187E-74  0.0000000000000000E+00  2.3344279526100880E-55  1.2128978051776562-146  0.0000000000000000E+00  2.3458803816174758-243
   0.0000000000000000E+00  1.5517656739818518E-71  0.0000000000000000E+00  2.3496618871407198E-84  0.0000000000000000E+00  1.6713788697399843-242  0.0000000000000000E+00  0.0000000000000000E+00  3.8693274647117397E-39  2.6392609793145774E-38
   0.0000000000000000E+00  8.1308256192635821-103  0.0000000000000000E+00  0.0000000000000000E+00  1.0477775719663403E-38  2.6361039835649159E-39  0.0000000000000000E+00  3.7902080770074337-113  0.0000000000000000E+00  0.0000000000000000E+00
   1.8259555289889763E-47  9.9144923970393928E-44  0.0000000000000000E+00  7.6090565513054806-131  0.0000000000000000E+00  0.0000000000000000E+00  4.4220853538171530E-58  2.0971120570156573E-48  0.0000000000000000E+00  1.2265061542698601-132
   0.0000000000000000E+00  0.0000000000000000E+00  3.4945171853523095E-51  1.6422847709609196E-51  0.0000000000000000E+00  3.2755800713341703-141  0.0000000000000000E+00  0.0000000000000000E+00  2.4187146020588027-116  1.3090948659930318E-55
   0.0000000000000000E+00  1.1591503074080825-144  0.0000000000000000E+00  2.4682545100905311-152  0.0000000000000000E+00  2.2960735544611288E-59  0.0000000000000000E+00  6.9979384072115484-162  0.0000000000000000E+00  1.1261130276066881-161
   0.0000000000000000E+00  3.4897602337328616E-63  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
   0.0000000000000000E+00  5.7084638434222449E-74  0.0000000000000000E+00  3.6866140661597666E-55  4.1118491750140386-146  0.0000000000000000E+00  1.6919872052101109-242  0.0000000000000000E+00  2.7538355919778696E-71  0.0000000000000000E+00
